uniq,taxonomy,kingdom,phylum
uniq15199,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15238,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15251,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15255,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15284,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15355,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15302,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15327,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15364,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15367,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15377,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15378,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15380,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15403,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15414,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15430,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15450,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15455,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15473,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15472,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15479,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15505,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15508,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15534,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15527,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15547,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15570,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15582,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15619,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15663,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15680,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15690,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15711,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15723,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15727,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15736,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15783,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15781,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15852,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15869,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15849,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq15921,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16023,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16046,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16068,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16067,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16093,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16109,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16132,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16146,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16170,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16188,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16204,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16211,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16264,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16309,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16335,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16305,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16340,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16385,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16443,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16436,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16457,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16471,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16472,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16475,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16483,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16512,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16502,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16525,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16538,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16542,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16549,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16575,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16671,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16742,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16758,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16764,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16797,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16826,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16829,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16835,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16913,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16898,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16894,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16938,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16977,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq16974,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17036,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17048,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17059,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17061,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17064,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17072,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17076,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17082,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17107,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17119,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17120,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17139,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17142,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17123,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17143,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17159,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17247,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17258,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17264,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17343,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17376,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17374,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17384,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17399,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17405,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17431,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17438,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17443,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17458,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17452,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17473,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17506,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17510,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17515,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17511,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17533,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17537,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17548,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17594,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17615,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17610,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17599,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17626,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17611,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17677,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17674,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17694,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17707,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17706,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17718,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17722,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17738,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17775,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17781,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17783,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17763,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17846,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17848,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17867,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17894,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17921,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17899,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17956,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17945,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17957,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17961,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17973,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq17972,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18022,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18105,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18151,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18182,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18199,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18226,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18232,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18230,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18238,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18255,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18272,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18288,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18312,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18303,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18342,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18392,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18393,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18461,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18497,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18508,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18513,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18511,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18514,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18553,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18550,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18558,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18585,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18598,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18613,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18614,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18621,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18642,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18654,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18667,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18645,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18692,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18694,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18772,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18769,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18807,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18845,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18816,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18909,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18903,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18943,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18949,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq18952,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19005,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19019,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19028,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19036,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19053,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19108,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19086,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19150,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19148,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19192,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19249,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19241,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19264,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19259,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19280,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19260,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19291,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19365,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19468,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19481,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19480,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19484,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19491,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19528,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19546,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19560,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19543,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19656,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19630,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19700,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19716,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19728,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19806,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19821,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19873,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19911,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19924,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19923,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19934,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19937,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19941,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19966,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19967,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq19976,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20002,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20131,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20161,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20177,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20285,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20312,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20320,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20384,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20387,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20435,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20475,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20507,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20559,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20581,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20607,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20628,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20645,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20658,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20688,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20716,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20722,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20731,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20727,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20738,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20770,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20815,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20820,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20844,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20824,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20857,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20868,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20904,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20921,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20962,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20969,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20958,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq20976,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21047,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21079,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21088,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21111,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21126,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21132,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21150,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21160,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21181,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21185,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21198,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21191,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21226,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21232,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21247,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21267,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21270,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21281,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21314,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21321,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21347,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21359,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21385,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21402,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21443,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21438,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21444,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21460,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21516,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21528,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21526,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21534,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21549,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21564,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21574,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21626,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21671,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21692,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21656,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21729,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21710,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21716,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21764,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21789,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21777,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21779,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21795,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21848,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21853,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21881,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21888,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21895,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21910,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21893,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21937,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21968,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21938,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21971,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq21980,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22199,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22201,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22209,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22237,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22257,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22294,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22334,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22358,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22360,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22365,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22376,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22387,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22397,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22436,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22453,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22464,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22517,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22529,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22528,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22539,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22544,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22559,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22557,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22567,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22568,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22599,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22605,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22626,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22678,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22634,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22701,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22709,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22711,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22706,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22710,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22736,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22763,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22768,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22776,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22795,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22830,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22826,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22837,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22867,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22877,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22881,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq22933,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23004,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23037,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23041,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23325,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23316,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23334,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23345,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23348,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23373,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23453,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23409,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23452,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23488,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23536,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23621,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23657,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23731,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23711,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23789,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23770,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23779,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23808,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23793,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23897,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23891,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23936,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23914,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23982,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24016,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq23994,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24057,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24149,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24155,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24134,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24202,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24161,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24294,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24303,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24319,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24356,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24408,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24479,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24555,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24488,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24622,k:Eukaryota_2759,Eukaryota,Eukaryota
uniq24643,k:Eukaryota_2759,Eukaryota,Eukaryota
