uniq,taxonomy,kingdom,phylum
uniq9822,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9884,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9927,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9944,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9946,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9964,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9955,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9981,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq9999,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10438,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10450,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10470,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10476,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10501,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10531,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10534,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10554,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10571,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10564,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10582,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10586,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10583,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10599,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10642,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10664,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10713,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10674,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10681,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10783,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10788,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10848,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10873,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10881,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10807,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10906,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10895,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10927,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10918,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10937,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10971,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq10991,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11039,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11044,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11048,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11088,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11085,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11129,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11144,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11155,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11162,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11163,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11176,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11174,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11177,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11197,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11205,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11200,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11212,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11214,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11228,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11235,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11236,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11237,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11247,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11258,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11260,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11269,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11293,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11277,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11288,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11300,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11299,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11305,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11312,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11351,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11355,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11374,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11405,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11378,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11394,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11430,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11442,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11444,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11469,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11480,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11492,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11537,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11534,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11527,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11545,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11543,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11547,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11560,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11567,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11573,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11576,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11568,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11586,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11578,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11587,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11605,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11606,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11610,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11640,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11641,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11642,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11647,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11658,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11650,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11667,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11679,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11671,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11702,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11695,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11685,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11715,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11731,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq18879,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq19341,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq20481,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq20598,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11781,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11799,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11820,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11828,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11838,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11861,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11873,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11875,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11891,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11892,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11905,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11914,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11924,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11935,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11941,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11944,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11951,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11963,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11968,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11976,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11980,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq11996,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12018,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12064,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12095,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12122,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12126,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12173,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12225,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12287,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12301,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12314,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12357,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12381,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12385,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12388,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12399,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12403,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12448,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12449,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12483,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12481,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12553,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12560,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12568,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12564,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12598,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12586,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12630,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12606,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12637,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12644,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12657,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12663,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12679,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12685,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12705,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12716,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12740,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12762,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12764,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12837,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12840,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12852,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12856,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12875,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12885,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12877,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12900,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12912,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12913,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12941,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12945,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12946,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12947,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12953,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12958,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12955,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12962,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq12988,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13001,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13002,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13020,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13024,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13031,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13033,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13058,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13070,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13062,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13095,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13098,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13103,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13122,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13120,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13126,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13170,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13174,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13183,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13197,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13210,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13219,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13220,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13232,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13285,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq22346,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq23673,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13343,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13352,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13353,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13386,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13387,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13401,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13433,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13454,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13456,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13451,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13459,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13464,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13476,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13471,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13487,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13498,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13496,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13547,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13586,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13610,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13627,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13642,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13649,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13648,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13672,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13694,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13681,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13702,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13742,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13741,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13755,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13759,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13873,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13883,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13925,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13929,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13983,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14011,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq13997,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14027,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14030,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14039,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14055,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14066,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14106,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14121,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14127,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14156,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14204,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14186,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14258,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14300,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14310,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14345,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14302,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14384,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14400,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14442,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14446,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14447,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14470,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14473,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14486,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14494,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14534,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14539,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14538,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14545,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14549,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14607,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14628,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14638,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14643,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14672,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14662,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14687,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14697,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14705,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14702,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14738,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14729,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14744,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14764,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14760,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14767,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14784,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14805,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14813,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14820,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14823,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14844,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14855,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14873,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14879,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14916,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14914,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14927,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14926,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14937,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14936,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14945,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14942,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14966,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq14974,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15015,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15018,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15029,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15051,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15054,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15062,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15063,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15078,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15065,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15070,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15088,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15096,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15106,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15122,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15132,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15141,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15152,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15172,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15176,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15178,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15248,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15259,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15283,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15262,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15309,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15341,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15314,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15389,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15390,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15402,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15404,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15416,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15422,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15442,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15449,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15469,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15519,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15524,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15531,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15541,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15569,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15564,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15560,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15573,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15577,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15579,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15580,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15628,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15593,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15594,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15638,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15650,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15664,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15661,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15675,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15678,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15686,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15694,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15701,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15724,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15734,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15766,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15744,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15749,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15825,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15835,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15923,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15955,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq15988,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16029,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16043,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16144,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16143,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16235,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16257,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16274,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16276,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16289,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16341,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16351,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16357,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16384,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16364,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16391,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16383,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16442,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16441,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16447,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16522,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16579,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16611,non-Eukaryote,non-Eukaryote,non-Eukaryote
uniq16613,non-Eukaryote,non-Eukaryote,non-Eukaryote
