uniq,phylum ,class,order,family,genus,species
uniq806,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1258,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq823,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq830,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq969,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq843,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq861,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq869,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq872,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq878,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1145,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq887,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq888,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq896,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1325,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq901,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1031,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq928,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1899,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1075,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq953,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2471,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1163,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq966,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq975,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq983,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2577,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq988,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq992,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1549,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1009,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq998,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1015,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1016,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1026,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1398,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1040,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1042,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1044,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1048,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1586,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1066,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1063,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1477,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1229,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1508,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1900,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1082,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1085,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1097,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1820,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1106,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1114,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1981,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1434,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3201,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2598,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1150,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1172,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1190,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1191,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1357,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1209,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1539,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1590,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1233,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1257,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1264,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3610,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1274,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1276,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1286,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1758,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4752,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1298,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1486,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1316,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1321,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1338,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1362,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1364,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1383,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3101,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1388,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1396,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1403,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1415,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1418,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1854,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2003,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1424,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1427,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1454,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2489,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1455,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1516,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1528,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1518,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1545,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1562,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2443,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1565,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3384,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3431,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1575,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1593,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1577,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1595,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1598,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2168,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2534,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1638,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2281,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1952,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3435,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1686,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1688,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1697,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1696,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1974,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1721,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1759,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2043,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1767,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1765,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1774,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1780,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1798,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2844,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3665,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1840,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1868,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1882,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2805,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1890,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2797,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3113,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3849,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1929,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1926,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1939,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1961,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1956,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1969,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1970,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2463,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2470,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2644,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1991,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1993,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq1994,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2045,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2033,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2300,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2346,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2078,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2089,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2364,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3016,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3290,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3415,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3774,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2106,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq5066,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2142,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2121,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2158,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2159,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2798,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2918,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2909,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2165,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq5590,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2190,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2183,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2203,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2218,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2224,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2225,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2614,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3091,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq10503,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2238,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2241,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2263,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2261,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2273,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2293,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2307,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2312,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2342,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2835,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2359,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3043,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3054,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3305,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3683,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2376,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2374,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2427,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2420,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2437,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2775,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2925,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4170,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2447,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2494,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2505,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2508,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2513,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2911,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2914,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2921,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3169,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3335,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4014,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3718,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4214,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4737,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4901,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2526,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2544,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2578,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2605,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2621,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2623,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3779,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq6252,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq5655,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2641,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2649,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2668,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2717,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3274,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3599,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3767,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4234,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4409,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4571,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2728,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2729,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2736,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2772,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3345,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4103,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2854,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2859,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2872,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2917,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2898,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2927,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq5375,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq5960,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2967,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2994,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq2997,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3004,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3018,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3001,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3019,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3034,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3046,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3533,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3591,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq5044,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq7470,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq7271,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3084,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3088,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3122,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3108,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3099,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3147,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3163,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3173,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3967,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3191,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3757,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq6102,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3204,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq11889,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3213,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3217,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3222,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3231,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3241,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3250,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3260,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3291,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq3319,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
uniq4145,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota,Eukaryota
