otuID,kingdom,phylum,class
uniq46353,Eukaryota,Cnidaria,Cnidaria
uniq80,Eukaryota,Cnidaria,Anthozoa
uniq286,Eukaryota,Cnidaria,Anthozoa
uniq736,Eukaryota,Cnidaria,Anthozoa
uniq898,Eukaryota,Cnidaria,Anthozoa
uniq3000,Eukaryota,Cnidaria,Anthozoa
uniq7345,Eukaryota,Cnidaria,Anthozoa
uniq13715,Eukaryota,Cnidaria,Anthozoa
uniq11649,Eukaryota,Cnidaria,Anthozoa
uniq12302,Eukaryota,Cnidaria,Anthozoa
uniq16181,Eukaryota,Cnidaria,Anthozoa
uniq29580,Eukaryota,Cnidaria,Anthozoa
uniq18956,Eukaryota,Cnidaria,Anthozoa
uniq20024,Eukaryota,Cnidaria,Anthozoa
uniq32794,Eukaryota,Cnidaria,Anthozoa
uniq529,Eukaryota,Cnidaria,Anthozoa
uniq4497,Eukaryota,Cnidaria,Anthozoa
uniq7755,Eukaryota,Cnidaria,Anthozoa
uniq13677,Eukaryota,Cnidaria,Anthozoa
uniq35248,Eukaryota,Cnidaria,Anthozoa
uniq48387,Eukaryota,Cnidaria,Anthozoa
uniq31643,Eukaryota,Cnidaria,Anthozoa
uniq3055,Eukaryota,Cnidaria,Anthozoa
uniq5341,Eukaryota,Cnidaria,Anthozoa
uniq8448,Eukaryota,Cnidaria,Anthozoa
uniq14628,Eukaryota,Cnidaria,Anthozoa
uniq12723,Eukaryota,Cnidaria,Anthozoa
uniq167,Eukaryota,Cnidaria,Anthozoa
uniq32366,Eukaryota,Cnidaria,Anthozoa
uniq12127,Eukaryota,Cnidaria,Anthozoa
uniq5321,Eukaryota,Cnidaria,Anthozoa
uniq5935,Eukaryota,Cnidaria,Anthozoa
uniq14661,Eukaryota,Cnidaria,Anthozoa
uniq5479,Eukaryota,Cnidaria,Anthozoa
uniq9849,Eukaryota,Cnidaria,Anthozoa
uniq15058,Eukaryota,Cnidaria,Anthozoa
uniq24710,Eukaryota,Cnidaria,Anthozoa
uniq12020,Eukaryota,Cnidaria,Anthozoa
uniq19305,Eukaryota,Cnidaria,Anthozoa
uniq4572,Eukaryota,Cnidaria,Anthozoa
uniq5471,Eukaryota,Cnidaria,Anthozoa
uniq10327,Eukaryota,Cnidaria,Anthozoa
uniq13219,Eukaryota,Cnidaria,Anthozoa
uniq10988,Eukaryota,Cnidaria,Anthozoa
uniq21451,Eukaryota,Cnidaria,Anthozoa
uniq39650,Eukaryota,Cnidaria,Anthozoa
uniq30383,Eukaryota,Cnidaria,Anthozoa
uniq18858,Eukaryota,Cnidaria,Anthozoa
uniq14481,Eukaryota,Cnidaria,Anthozoa
uniq27257,Eukaryota,Cnidaria,Anthozoa
uniq36877,Eukaryota,Cnidaria,Anthozoa
uniq1547,Eukaryota,Cnidaria,Anthozoa
uniq2724,Eukaryota,Cnidaria,Anthozoa
uniq7513,Eukaryota,Cnidaria,Anthozoa
uniq41891,Eukaryota,Cnidaria,Anthozoa
uniq648,Eukaryota,Cnidaria,Anthozoa
uniq1106,Eukaryota,Cnidaria,Anthozoa
uniq3708,Eukaryota,Cnidaria,Anthozoa
uniq43736,Eukaryota,Cnidaria,Anthozoa
uniq6289,Eukaryota,Cnidaria,Hydrozoa
uniq48576,Eukaryota,Cnidaria,Hydrozoa
uniq48640,Eukaryota,Cnidaria,Hydrozoa
uniq50762,Eukaryota,Cnidaria,Hydrozoa
uniq33786,Eukaryota,Cnidaria,Hydrozoa
uniq51671,Eukaryota,Cnidaria,Hydrozoa
uniq8256,Eukaryota,Cnidaria,Hydrozoa
uniq23860,Eukaryota,Cnidaria,Hydrozoa
uniq29294,Eukaryota,Cnidaria,Hydrozoa
uniq36382,Eukaryota,Cnidaria,Hydrozoa
uniq21665,Eukaryota,Cnidaria,Hydrozoa
uniq44843,Eukaryota,Cnidaria,Hydrozoa
uniq44790,Eukaryota,Cnidaria,Hydrozoa
uniq23938,Eukaryota,Cnidaria,Hydrozoa
uniq11754,Eukaryota,Cnidaria,Hydrozoa
uniq4089,Eukaryota,Cnidaria,Hydrozoa
uniq10922,Eukaryota,Cnidaria,Hydrozoa
uniq20525,Eukaryota,Cnidaria,Hydrozoa
uniq22833,Eukaryota,Cnidaria,Hydrozoa
uniq40685,Eukaryota,Cnidaria,Hydrozoa
uniq825,Eukaryota,Cnidaria,Hydrozoa
uniq6400,Eukaryota,Cnidaria,Hydrozoa
uniq6812,Eukaryota,Cnidaria,Hydrozoa
uniq40773,Eukaryota,Cnidaria,Hydrozoa
uniq42662,Eukaryota,Cnidaria,Hydrozoa
uniq11211,Eukaryota,Cnidaria,Hydrozoa
uniq15131,Eukaryota,Cnidaria,Hydrozoa
uniq15387,Eukaryota,Cnidaria,Hydrozoa
uniq43708,Eukaryota,Cnidaria,Hydrozoa
uniq15565,Eukaryota,Cnidaria,Hydrozoa
uniq2910,Eukaryota,Cnidaria,Hydrozoa
uniq3609,Eukaryota,Cnidaria,Hydrozoa
uniq5238,Eukaryota,Cnidaria,Hydrozoa
uniq7341,Eukaryota,Cnidaria,Hydrozoa
uniq15305,Eukaryota,Cnidaria,Hydrozoa
uniq19901,Eukaryota,Cnidaria,Hydrozoa
uniq26439,Eukaryota,Cnidaria,Hydrozoa
uniq33514,Eukaryota,Cnidaria,Hydrozoa
uniq1144,Eukaryota,Cnidaria,Hydrozoa
uniq29871,Eukaryota,Cnidaria,Hydrozoa
uniq876,Eukaryota,Cnidaria,Hydrozoa
uniq3373,Eukaryota,Cnidaria,Hydrozoa
uniq20788,Eukaryota,Cnidaria,Hydrozoa
uniq737,Eukaryota,Cnidaria,Hydrozoa
uniq3146,Eukaryota,Cnidaria,Hydrozoa
uniq22548,Eukaryota,Cnidaria,Hydrozoa
uniq555,Eukaryota,Cnidaria,Hydrozoa
uniq2505,Eukaryota,Cnidaria,Hydrozoa
uniq41300,Eukaryota,Cnidaria,Hydrozoa
uniq1219,Eukaryota,Cnidaria,Hydrozoa
uniq1953,Eukaryota,Cnidaria,Hydrozoa
uniq22947,Eukaryota,Cnidaria,Hydrozoa
uniq29608,Eukaryota,Cnidaria,Hydrozoa
uniq42952,Eukaryota,Cnidaria,Hydrozoa
uniq43372,Eukaryota,Cnidaria,Hydrozoa
uniq11209,Eukaryota,Cnidaria,Hydrozoa
uniq14123,Eukaryota,Cnidaria,Hydrozoa
uniq17497,Eukaryota,Cnidaria,Hydrozoa
uniq29160,Eukaryota,Cnidaria,Hydrozoa
uniq31684,Eukaryota,Cnidaria,Hydrozoa
uniq33164,Eukaryota,Cnidaria,Hydrozoa
uniq3750,Eukaryota,Cnidaria,Hydrozoa
uniq43540,Eukaryota,Cnidaria,Hydrozoa
uniq7698,Eukaryota,Cnidaria,Hydrozoa
uniq473,Eukaryota,Cnidaria,Hydrozoa
uniq5039,Eukaryota,Cnidaria,Hydrozoa
uniq512,Eukaryota,Cnidaria,Hydrozoa
uniq698,Eukaryota,Cnidaria,Hydrozoa
uniq4200,Eukaryota,Cnidaria,Hydrozoa
uniq7898,Eukaryota,Cnidaria,Hydrozoa
uniq10708,Eukaryota,Cnidaria,Hydrozoa
uniq9945,Eukaryota,Cnidaria,Hydrozoa
uniq23214,Eukaryota,Cnidaria,Hydrozoa
uniq28532,Eukaryota,Cnidaria,Hydrozoa
uniq31017,Eukaryota,Cnidaria,Hydrozoa
uniq36352,Eukaryota,Cnidaria,Hydrozoa
uniq40463,Eukaryota,Cnidaria,Hydrozoa
uniq7231,Eukaryota,Cnidaria,Scyphozoa
uniq29126,Eukaryota,Cnidaria,Scyphozoa
uniq6624,Eukaryota,Cnidaria,Scyphozoa
uniq454,Eukaryota,Cnidaria,Scyphozoa
uniq3957,Eukaryota,Cnidaria,Scyphozoa
uniq4468,Eukaryota,Cnidaria,Scyphozoa
uniq5798,Eukaryota,Cnidaria,Scyphozoa
uniq9977,Eukaryota,Cnidaria,Scyphozoa
uniq6748,Eukaryota,Cnidaria,Scyphozoa
uniq8272,Eukaryota,Cnidaria,Scyphozoa
uniq9637,Eukaryota,Cnidaria,Scyphozoa
uniq14348,Eukaryota,Cnidaria,Scyphozoa
uniq22660,Eukaryota,Cnidaria,Scyphozoa
uniq22698,Eukaryota,Cnidaria,Scyphozoa
uniq25582,Eukaryota,Cnidaria,Scyphozoa
uniq27345,Eukaryota,Cnidaria,Scyphozoa
uniq28270,Eukaryota,Cnidaria,Scyphozoa
uniq32753,Eukaryota,Cnidaria,Scyphozoa
uniq34340,Eukaryota,Cnidaria,Scyphozoa
uniq39950,Eukaryota,Cnidaria,Scyphozoa
uniq43140,Eukaryota,Cnidaria,Scyphozoa
uniq50117,Eukaryota,Cnidaria,Scyphozoa
uniq29138,Eukaryota,Ctenophora,Tentaculata
uniq1263,Eukaryota,Echinodermata,Echinodermata
uniq209,Eukaryota,Echinodermata,Asteroidea
uniq11,Eukaryota,Echinodermata,Asteroidea
uniq27709,Eukaryota,Echinodermata,Asteroidea
uniq502,Eukaryota,Echinodermata,Asteroidea
uniq5,Eukaryota,Echinodermata,Asteroidea
uniq36,Eukaryota,Echinodermata,Asteroidea
uniq197,Eukaryota,Echinodermata,Asteroidea
uniq11177,Eukaryota,Echinodermata,Crinoidea
uniq50137,Eukaryota,Echinodermata,Crinoidea
uniq874,Eukaryota,Echinodermata,Crinoidea
uniq10510,Eukaryota,Echinodermata,Echinoidea
uniq14416,Eukaryota,Echinodermata,Echinoidea
uniq50811,Eukaryota,Echinodermata,Echinoidea
uniq6267,Eukaryota,Echinodermata,Echinoidea
uniq5072,Eukaryota,Echinodermata,Echinoidea
uniq9128,Eukaryota,Echinodermata,Echinoidea
uniq18271,Eukaryota,Echinodermata,Echinoidea
uniq27212,Eukaryota,Echinodermata,Echinoidea
uniq5276,Eukaryota,Echinodermata,Echinoidea
uniq36780,Eukaryota,Echinodermata,Echinoidea
uniq15790,Eukaryota,Echinodermata,Echinoidea
uniq21553,Eukaryota,Echinodermata,Echinoidea
uniq14599,Eukaryota,Echinodermata,Echinoidea
uniq50063,Eukaryota,Echinodermata,Echinoidea
uniq821,Eukaryota,Echinodermata,Echinoidea
uniq2169,Eukaryota,Echinodermata,Echinoidea
uniq7089,Eukaryota,Echinodermata,Echinoidea
uniq42377,Eukaryota,Echinodermata,Echinoidea
uniq15695,Eukaryota,Echinodermata,Echinoidea
uniq39002,Eukaryota,Echinodermata,Echinoidea
uniq12570,Eukaryota,Echinodermata,Holothuroidea
uniq14,Eukaryota,Echinodermata,Holothuroidea
uniq1850,Eukaryota,Echinodermata,Holothuroidea
uniq12820,Eukaryota,Echinodermata,Holothuroidea
uniq17071,Eukaryota,Echinodermata,Holothuroidea
uniq30145,Eukaryota,Echinodermata,Holothuroidea
uniq32409,Eukaryota,Echinodermata,Holothuroidea
uniq41312,Eukaryota,Echinodermata,Holothuroidea
uniq46821,Eukaryota,Echinodermata,Holothuroidea
uniq46911,Eukaryota,Echinodermata,Holothuroidea
uniq11734,Eukaryota,Echinodermata,Holothuroidea
uniq4601,Eukaryota,Echinodermata,Holothuroidea
uniq9230,Eukaryota,Echinodermata,Holothuroidea
uniq4768,Eukaryota,Echinodermata,Holothuroidea
uniq36867,Eukaryota,Echinodermata,Holothuroidea
uniq45506,Eukaryota,Echinodermata,Holothuroidea
uniq50881,Eukaryota,Echinodermata,Holothuroidea
uniq44535,Eukaryota,Echinodermata,Holothuroidea
uniq285,Eukaryota,Echinodermata,Holothuroidea
uniq2034,Eukaryota,Echinodermata,Holothuroidea
uniq21254,Eukaryota,Echinodermata,Ophiuroidea
uniq6096,Eukaryota,Echinodermata,Ophiuroidea
uniq1847,Eukaryota,Echinodermata,Ophiuroidea
uniq6239,Eukaryota,Echinodermata,Ophiuroidea
uniq29271,Eukaryota,Echinodermata,Ophiuroidea
uniq9178,Eukaryota,Echinodermata,Ophiuroidea
uniq15382,Eukaryota,Echinodermata,Ophiuroidea
uniq18495,Eukaryota,Echinodermata,Ophiuroidea
uniq48094,Eukaryota,Echinodermata,Ophiuroidea
uniq928,Eukaryota,Echinodermata,Ophiuroidea
uniq6091,Eukaryota,Echinodermata,Ophiuroidea
uniq11160,Eukaryota,Echinodermata,Ophiuroidea
uniq21372,Eukaryota,Echinodermata,Ophiuroidea
uniq1829,Eukaryota,Echinodermata,Ophiuroidea
uniq7152,Eukaryota,Echinodermata,Ophiuroidea
uniq11815,Eukaryota,Echinodermata,Ophiuroidea
uniq1437,Eukaryota,Echinodermata,Ophiuroidea
uniq4846,Eukaryota,Echinodermata,Ophiuroidea
uniq10926,Eukaryota,Echinodermata,Ophiuroidea
uniq13215,Eukaryota,Echinodermata,Ophiuroidea
uniq16268,Eukaryota,Echinodermata,Ophiuroidea
uniq35050,Eukaryota,Echinodermata,Ophiuroidea
uniq36478,Eukaryota,Echinodermata,Ophiuroidea
uniq38757,Eukaryota,Echinodermata,Ophiuroidea
uniq50423,Eukaryota,Echinodermata,Ophiuroidea
uniq6901,Eukaryota,Echinodermata,Ophiuroidea
uniq1414,Eukaryota,Echinodermata,Ophiuroidea
uniq5487,Eukaryota,Echinodermata,Ophiuroidea
uniq6293,Eukaryota,Echinodermata,Ophiuroidea
uniq9384,Eukaryota,Echinodermata,Ophiuroidea
uniq15275,Eukaryota,Echinodermata,Ophiuroidea
uniq12366,Eukaryota,Echinodermata,Ophiuroidea
uniq13772,Eukaryota,Echinodermata,Ophiuroidea
uniq37577,Eukaryota,Echinodermata,Ophiuroidea
uniq40126,Eukaryota,Echinodermata,Ophiuroidea
uniq51344,Eukaryota,Echinodermata,Ophiuroidea
uniq7288,Eukaryota,Echinodermata,Ophiuroidea
uniq14337,Eukaryota,Echinodermata,Ophiuroidea
uniq45280,Eukaryota,Echinodermata,Ophiuroidea
uniq1838,Eukaryota,Echinodermata,Echinodermata
uniq4626,Eukaryota,Echinodermata,Echinodermata
uniq9430,Eukaryota,Echinodermata,Echinodermata
uniq38972,Eukaryota,Echinodermata,Echinodermata
uniq20102,Eukaryota,Entoprocta,Entoprocta
uniq443,Eukaryota,Hemichordata,Enteropneusta
uniq40190,Eukaryota,Hemichordata,Enteropneusta
uniq46659,Eukaryota,Hemichordata,Enteropneusta
uniq52713,Eukaryota,Hemichordata,Enteropneusta
uniq23879,Eukaryota,Mollusca,Mollusca
uniq26607,Eukaryota,Mollusca,Mollusca
uniq47987,Eukaryota,Mollusca,Mollusca
uniq1715,Eukaryota,Mollusca,Bivalvia
uniq19402,Eukaryota,Mollusca,Bivalvia
uniq23670,Eukaryota,Mollusca,Bivalvia
uniq20877,Eukaryota,Mollusca,Bivalvia
uniq13981,Eukaryota,Mollusca,Bivalvia
uniq1669,Eukaryota,Mollusca,Bivalvia
uniq6737,Eukaryota,Mollusca,Bivalvia
uniq33475,Eukaryota,Mollusca,Bivalvia
uniq6156,Eukaryota,Mollusca,Bivalvia
uniq35355,Eukaryota,Mollusca,Bivalvia
uniq36444,Eukaryota,Mollusca,Bivalvia
uniq40020,Eukaryota,Mollusca,Bivalvia
uniq6871,Eukaryota,Mollusca,Bivalvia
uniq35982,Eukaryota,Mollusca,Bivalvia
uniq13595,Eukaryota,Mollusca,Bivalvia
uniq11548,Eukaryota,Mollusca,Bivalvia
uniq28531,Eukaryota,Mollusca,Bivalvia
uniq48756,Eukaryota,Mollusca,Bivalvia
uniq40,Eukaryota,Mollusca,Bivalvia
uniq660,Eukaryota,Mollusca,Bivalvia
uniq2281,Eukaryota,Mollusca,Bivalvia
uniq1737,Eukaryota,Mollusca,Bivalvia
uniq1517,Eukaryota,Mollusca,Bivalvia
uniq3836,Eukaryota,Mollusca,Bivalvia
uniq2823,Eukaryota,Mollusca,Bivalvia
uniq3355,Eukaryota,Mollusca,Bivalvia
uniq3433,Eukaryota,Mollusca,Bivalvia
uniq7081,Eukaryota,Mollusca,Bivalvia
uniq3664,Eukaryota,Mollusca,Bivalvia
uniq4018,Eukaryota,Mollusca,Bivalvia
uniq4079,Eukaryota,Mollusca,Bivalvia
uniq11648,Eukaryota,Mollusca,Bivalvia
uniq5536,Eukaryota,Mollusca,Bivalvia
uniq11440,Eukaryota,Mollusca,Bivalvia
uniq5739,Eukaryota,Mollusca,Bivalvia
uniq5939,Eukaryota,Mollusca,Bivalvia
uniq6933,Eukaryota,Mollusca,Bivalvia
uniq7145,Eukaryota,Mollusca,Bivalvia
uniq7472,Eukaryota,Mollusca,Bivalvia
uniq7858,Eukaryota,Mollusca,Bivalvia
uniq7960,Eukaryota,Mollusca,Bivalvia
uniq12027,Eukaryota,Mollusca,Bivalvia
uniq9747,Eukaryota,Mollusca,Bivalvia
uniq9926,Eukaryota,Mollusca,Bivalvia
uniq10775,Eukaryota,Mollusca,Bivalvia
uniq13308,Eukaryota,Mollusca,Bivalvia
uniq10939,Eukaryota,Mollusca,Bivalvia
uniq11021,Eukaryota,Mollusca,Bivalvia
uniq11861,Eukaryota,Mollusca,Bivalvia
uniq15787,Eukaryota,Mollusca,Bivalvia
uniq12615,Eukaryota,Mollusca,Bivalvia
uniq13057,Eukaryota,Mollusca,Bivalvia
uniq13532,Eukaryota,Mollusca,Bivalvia
uniq13671,Eukaryota,Mollusca,Bivalvia
uniq14076,Eukaryota,Mollusca,Bivalvia
uniq14082,Eukaryota,Mollusca,Bivalvia
uniq14136,Eukaryota,Mollusca,Bivalvia
uniq14254,Eukaryota,Mollusca,Bivalvia
uniq15074,Eukaryota,Mollusca,Bivalvia
uniq15096,Eukaryota,Mollusca,Bivalvia
uniq15481,Eukaryota,Mollusca,Bivalvia
uniq16002,Eukaryota,Mollusca,Bivalvia
uniq16132,Eukaryota,Mollusca,Bivalvia
uniq16144,Eukaryota,Mollusca,Bivalvia
uniq16175,Eukaryota,Mollusca,Bivalvia
uniq16315,Eukaryota,Mollusca,Bivalvia
uniq17994,Eukaryota,Mollusca,Bivalvia
uniq18135,Eukaryota,Mollusca,Bivalvia
uniq18136,Eukaryota,Mollusca,Bivalvia
uniq19157,Eukaryota,Mollusca,Bivalvia
uniq19996,Eukaryota,Mollusca,Bivalvia
uniq20072,Eukaryota,Mollusca,Bivalvia
uniq20306,Eukaryota,Mollusca,Bivalvia
uniq20650,Eukaryota,Mollusca,Bivalvia
uniq22571,Eukaryota,Mollusca,Bivalvia
uniq23351,Eukaryota,Mollusca,Bivalvia
uniq25686,Eukaryota,Mollusca,Bivalvia
uniq25884,Eukaryota,Mollusca,Bivalvia
uniq26030,Eukaryota,Mollusca,Bivalvia
uniq26515,Eukaryota,Mollusca,Bivalvia
uniq27628,Eukaryota,Mollusca,Bivalvia
uniq28482,Eukaryota,Mollusca,Bivalvia
uniq29262,Eukaryota,Mollusca,Bivalvia
uniq29515,Eukaryota,Mollusca,Bivalvia
uniq30627,Eukaryota,Mollusca,Bivalvia
uniq30786,Eukaryota,Mollusca,Bivalvia
uniq30881,Eukaryota,Mollusca,Bivalvia
uniq35134,Eukaryota,Mollusca,Bivalvia
uniq37066,Eukaryota,Mollusca,Bivalvia
uniq38479,Eukaryota,Mollusca,Bivalvia
uniq38733,Eukaryota,Mollusca,Bivalvia
uniq39365,Eukaryota,Mollusca,Bivalvia
uniq39786,Eukaryota,Mollusca,Bivalvia
uniq40679,Eukaryota,Mollusca,Bivalvia
uniq40712,Eukaryota,Mollusca,Bivalvia
uniq41170,Eukaryota,Mollusca,Bivalvia
uniq42047,Eukaryota,Mollusca,Bivalvia
uniq42871,Eukaryota,Mollusca,Bivalvia
uniq43677,Eukaryota,Mollusca,Bivalvia
uniq43888,Eukaryota,Mollusca,Bivalvia
uniq45538,Eukaryota,Mollusca,Bivalvia
uniq45915,Eukaryota,Mollusca,Bivalvia
uniq46489,Eukaryota,Mollusca,Bivalvia
uniq47432,Eukaryota,Mollusca,Bivalvia
uniq48333,Eukaryota,Mollusca,Bivalvia
uniq48716,Eukaryota,Mollusca,Bivalvia
uniq49139,Eukaryota,Mollusca,Bivalvia
uniq49564,Eukaryota,Mollusca,Bivalvia
uniq51219,Eukaryota,Mollusca,Bivalvia
uniq51717,Eukaryota,Mollusca,Bivalvia
uniq51794,Eukaryota,Mollusca,Bivalvia
uniq2185,Eukaryota,Mollusca,Bivalvia
uniq6945,Eukaryota,Mollusca,Bivalvia
uniq38800,Eukaryota,Mollusca,Bivalvia
uniq3021,Eukaryota,Mollusca,Bivalvia
uniq21087,Eukaryota,Mollusca,Bivalvia
uniq5221,Eukaryota,Mollusca,Bivalvia
uniq34127,Eukaryota,Mollusca,Bivalvia
uniq34902,Eukaryota,Mollusca,Bivalvia
uniq365,Eukaryota,Mollusca,Gastropoda
uniq2088,Eukaryota,Mollusca,Gastropoda
uniq7072,Eukaryota,Mollusca,Gastropoda
uniq5446,Eukaryota,Mollusca,Gastropoda
uniq4203,Eukaryota,Mollusca,Gastropoda
uniq5245,Eukaryota,Mollusca,Gastropoda
uniq4577,Eukaryota,Mollusca,Gastropoda
uniq6340,Eukaryota,Mollusca,Gastropoda
uniq6524,Eukaryota,Mollusca,Gastropoda
uniq6562,Eukaryota,Mollusca,Gastropoda
uniq6862,Eukaryota,Mollusca,Gastropoda
uniq7839,Eukaryota,Mollusca,Gastropoda
uniq8143,Eukaryota,Mollusca,Gastropoda
uniq9828,Eukaryota,Mollusca,Gastropoda
uniq12537,Eukaryota,Mollusca,Gastropoda
uniq12546,Eukaryota,Mollusca,Gastropoda
uniq14562,Eukaryota,Mollusca,Gastropoda
uniq16513,Eukaryota,Mollusca,Gastropoda
uniq16979,Eukaryota,Mollusca,Gastropoda
uniq17351,Eukaryota,Mollusca,Gastropoda
uniq17706,Eukaryota,Mollusca,Gastropoda
uniq17964,Eukaryota,Mollusca,Gastropoda
uniq20965,Eukaryota,Mollusca,Gastropoda
uniq22527,Eukaryota,Mollusca,Gastropoda
uniq22761,Eukaryota,Mollusca,Gastropoda
uniq23014,Eukaryota,Mollusca,Gastropoda
uniq24113,Eukaryota,Mollusca,Gastropoda
uniq24549,Eukaryota,Mollusca,Gastropoda
uniq27472,Eukaryota,Mollusca,Gastropoda
uniq30128,Eukaryota,Mollusca,Gastropoda
uniq31727,Eukaryota,Mollusca,Gastropoda
uniq33640,Eukaryota,Mollusca,Gastropoda
uniq34771,Eukaryota,Mollusca,Gastropoda
uniq36470,Eukaryota,Mollusca,Gastropoda
uniq38291,Eukaryota,Mollusca,Gastropoda
uniq41220,Eukaryota,Mollusca,Gastropoda
uniq41393,Eukaryota,Mollusca,Gastropoda
uniq43844,Eukaryota,Mollusca,Gastropoda
uniq45098,Eukaryota,Mollusca,Gastropoda
uniq11500,Eukaryota,Mollusca,Gastropoda
uniq15552,Eukaryota,Mollusca,Gastropoda
uniq4529,Eukaryota,Mollusca,Gastropoda
uniq12717,Eukaryota,Mollusca,Gastropoda
uniq17645,Eukaryota,Mollusca,Gastropoda
uniq32243,Eukaryota,Mollusca,Gastropoda
uniq31517,Eukaryota,Mollusca,Gastropoda
uniq35662,Eukaryota,Mollusca,Gastropoda
uniq83,Eukaryota,Mollusca,Gastropoda
uniq124,Eukaryota,Mollusca,Gastropoda
uniq356,Eukaryota,Mollusca,Gastropoda
uniq375,Eukaryota,Mollusca,Gastropoda
uniq1142,Eukaryota,Mollusca,Gastropoda
uniq1806,Eukaryota,Mollusca,Gastropoda
uniq1726,Eukaryota,Mollusca,Gastropoda
uniq1770,Eukaryota,Mollusca,Gastropoda
uniq1941,Eukaryota,Mollusca,Gastropoda
uniq2602,Eukaryota,Mollusca,Gastropoda
uniq6298,Eukaryota,Mollusca,Gastropoda
uniq4095,Eukaryota,Mollusca,Gastropoda
uniq6958,Eukaryota,Mollusca,Gastropoda
uniq11195,Eukaryota,Mollusca,Gastropoda
uniq6884,Eukaryota,Mollusca,Gastropoda
uniq7622,Eukaryota,Mollusca,Gastropoda
uniq7379,Eukaryota,Mollusca,Gastropoda
uniq8054,Eukaryota,Mollusca,Gastropoda
uniq8080,Eukaryota,Mollusca,Gastropoda
uniq17686,Eukaryota,Mollusca,Gastropoda
uniq8646,Eukaryota,Mollusca,Gastropoda
uniq9371,Eukaryota,Mollusca,Gastropoda
uniq12015,Eukaryota,Mollusca,Gastropoda
uniq13783,Eukaryota,Mollusca,Gastropoda
uniq15185,Eukaryota,Mollusca,Gastropoda
uniq15417,Eukaryota,Mollusca,Gastropoda
uniq16604,Eukaryota,Mollusca,Gastropoda
uniq16782,Eukaryota,Mollusca,Gastropoda
uniq24681,Eukaryota,Mollusca,Gastropoda
uniq28135,Eukaryota,Mollusca,Gastropoda
uniq28215,Eukaryota,Mollusca,Gastropoda
uniq29309,Eukaryota,Mollusca,Gastropoda
uniq35117,Eukaryota,Mollusca,Gastropoda
uniq41518,Eukaryota,Mollusca,Gastropoda
uniq42238,Eukaryota,Mollusca,Gastropoda
uniq43358,Eukaryota,Mollusca,Gastropoda
uniq46802,Eukaryota,Mollusca,Gastropoda
uniq51687,Eukaryota,Mollusca,Gastropoda
uniq17939,Eukaryota,Mollusca,Gastropoda
uniq34817,Eukaryota,Mollusca,Gastropoda
uniq39783,Eukaryota,Mollusca,Gastropoda
uniq238,Eukaryota,Mollusca,Gastropoda
uniq22474,Eukaryota,Mollusca,Gastropoda
uniq5840,Eukaryota,Mollusca,Gastropoda
uniq51470,Eukaryota,Mollusca,Gastropoda
uniq38797,Eukaryota,Mollusca,Gastropoda
uniq52629,Eukaryota,Mollusca,Gastropoda
uniq51513,Eukaryota,Mollusca,Gastropoda
uniq3849,Eukaryota,Mollusca,Gastropoda
uniq7714,Eukaryota,Mollusca,Gastropoda
uniq5597,Eukaryota,Mollusca,Gastropoda
uniq6392,Eukaryota,Mollusca,Gastropoda
uniq14993,Eukaryota,Mollusca,Gastropoda
uniq10288,Eukaryota,Mollusca,Gastropoda
uniq12046,Eukaryota,Mollusca,Gastropoda
uniq15531,Eukaryota,Mollusca,Gastropoda
uniq21271,Eukaryota,Mollusca,Gastropoda
uniq21769,Eukaryota,Mollusca,Gastropoda
uniq23120,Eukaryota,Mollusca,Gastropoda
uniq23291,Eukaryota,Mollusca,Gastropoda
uniq25876,Eukaryota,Mollusca,Gastropoda
uniq34199,Eukaryota,Mollusca,Gastropoda
uniq34695,Eukaryota,Mollusca,Gastropoda
uniq40288,Eukaryota,Mollusca,Gastropoda
uniq44126,Eukaryota,Mollusca,Gastropoda
uniq6845,Eukaryota,Mollusca,Gastropoda
uniq8809,Eukaryota,Mollusca,Gastropoda
uniq9103,Eukaryota,Mollusca,Gastropoda
uniq35978,Eukaryota,Mollusca,Gastropoda
uniq50433,Eukaryota,Mollusca,Gastropoda
uniq3921,Eukaryota,Mollusca,Gastropoda
uniq2558,Eukaryota,Mollusca,Gastropoda
uniq11589,Eukaryota,Mollusca,Gastropoda
uniq20764,Eukaryota,Mollusca,Gastropoda
uniq11799,Eukaryota,Mollusca,Gastropoda
uniq16247,Eukaryota,Mollusca,Gastropoda
uniq12845,Eukaryota,Mollusca,Gastropoda
uniq20810,Eukaryota,Mollusca,Gastropoda
uniq23187,Eukaryota,Mollusca,Gastropoda
uniq24094,Eukaryota,Mollusca,Gastropoda
uniq24302,Eukaryota,Mollusca,Gastropoda
uniq28050,Eukaryota,Mollusca,Gastropoda
uniq31481,Eukaryota,Mollusca,Gastropoda
uniq37370,Eukaryota,Mollusca,Gastropoda
uniq39425,Eukaryota,Mollusca,Gastropoda
uniq40395,Eukaryota,Mollusca,Gastropoda
uniq49405,Eukaryota,Mollusca,Gastropoda
uniq50702,Eukaryota,Mollusca,Gastropoda
uniq34959,Eukaryota,Mollusca,Gastropoda
uniq41825,Eukaryota,Mollusca,Gastropoda
uniq10813,Eukaryota,Mollusca,Gastropoda
uniq23151,Eukaryota,Mollusca,Gastropoda
uniq38440,Eukaryota,Mollusca,Gastropoda
uniq19987,Eukaryota,Mollusca,Gastropoda
