otuID,Dec_2015,Jan_2016,Mar_2016,Jun_2016,Aug_2016,Dec_2016,Jan_2017,Mar_2017,Jun_2017,Aug_2017,Dec_2017,Jan_2018,Mar_2018,Nov_2019,Jan_2020
uniq10770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq10775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq10777,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq10779,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10783,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq10784,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10788,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq10789,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10797,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq10800,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10801,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10802,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq10803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq10813,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq10814,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10819,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq10825,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq10828,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10836,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq10837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq10841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
uniq10845,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq10847,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq10849,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq10855,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq10858,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq10865,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq10868,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq10873,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
uniq10875,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq10883,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq10884,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq10886,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq10890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq10894,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq109,1,1,1,1,1,1,1,1,0,1,1,1,1,1,1
uniq10900,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10903,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10908,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
uniq1091,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq10912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10917,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
uniq1092,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10922,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq10923,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10926,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq10927,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10929,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1093,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0
uniq10930,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0
uniq10937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq10939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq1094,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
uniq10940,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq10943,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq10944,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq10948,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq10954,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq10960,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10964,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq10969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq10971,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq10980,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq10984,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq10988,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1099,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
uniq10993,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq10999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq11,0,0,0,1,1,0,1,1,0,0,0,1,1,1,1
uniq110,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
uniq1100,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq11011,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq11021,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq11023,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq11027,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11028,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1105,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
uniq1106,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0
uniq11060,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq11074,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
uniq11077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq11086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq11089,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
uniq1109,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq11090,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq11092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq11093,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq11094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq111,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1
uniq1110,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
uniq11101,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq11106,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq11115,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq11116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11118,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq11119,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq11124,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11130,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11134,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq11137,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq11138,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq1114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq11143,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq11144,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq11145,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq11152,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11158,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0
uniq1116,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq11160,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq11161,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq11177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11179,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq11186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq11188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11192,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq11195,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
uniq11197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq112,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
uniq1120,0,0,1,0,1,0,0,0,1,1,1,0,0,1,1
uniq11208,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq11209,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq11211,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
uniq11214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11216,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1122,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0
uniq11230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq11235,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq11239,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq1124,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1
uniq11242,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq11248,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq11249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1125,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
uniq11250,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
uniq11251,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0
uniq11253,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq11254,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq11258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq11264,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq11267,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq11270,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1128,0,1,1,1,0,0,1,0,0,1,0,1,1,1,1
uniq1129,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq11296,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq113,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1
