otuID,Dec_2015,Jan_2016,Mar_2016,Jun_2016,Aug_2016,Dec_2016,Jan_2017,Mar_2017,Jun_2017,Aug_2017,Dec_2017,Jan_2018,Mar_2018,Nov_2019,Jan_2020
uniq18161,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18170,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18174,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18175,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq18183,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq182,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1
uniq18206,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq1823,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18232,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq18240,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18241,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18251,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18258,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18260,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18267,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq18271,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18279,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18288,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18289,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq1829,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18290,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18296,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq18297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1830,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
uniq18306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18316,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq1832,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18333,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18346,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18349,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq18353,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18357,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq1836,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq18365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1838,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18380,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18383,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq18388,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq184,0,0,1,0,1,1,1,1,0,0,0,0,0,0,1
uniq18408,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18409,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1841,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0
uniq18414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1842,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
uniq18420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18424,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18430,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18433,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18435,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18448,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18459,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18464,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18466,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18467,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq1847,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1
uniq18477,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq1848,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq18482,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1850,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq18503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18520,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
uniq18524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18536,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18539,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq18543,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18544,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1855,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18556,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1856,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18560,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18571,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18575,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18578,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq1858,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1
uniq18585,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18592,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq186,1,1,1,1,0,1,0,1,0,1,1,1,1,1,1
uniq18600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq1861,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18610,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18612,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18627,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18635,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq18638,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18653,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18662,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18666,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18678,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18694,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18704,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18708,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18709,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18715,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq18719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq1872,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0
uniq18725,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18731,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18744,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1875,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18750,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq18751,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18760,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18767,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18772,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18787,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18803,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18823,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18831,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18833,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18834,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18838,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq18840,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18843,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18853,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18856,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq18858,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq18866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1887,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1
uniq1888,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18881,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq18888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18891,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18898,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1891,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18911,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18920,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1893,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq18930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq18936,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq18945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq1895,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1896,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq18963,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq1897,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18981,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq18982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq18998,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq18999,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq190,1,1,1,1,1,1,0,1,0,1,1,1,0,1,1
uniq1900,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0
uniq19001,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq19004,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq19014,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19015,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19016,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
uniq19019,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19022,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19024,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1903,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0
uniq19034,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19057,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19080,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19082,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19096,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1910,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq19103,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1911,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq19111,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq19112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19113,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19115,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1912,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19123,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq19129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1913,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
uniq19131,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19132,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19135,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19139,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
uniq19141,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19157,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19164,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19173,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19191,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19195,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq192,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1
uniq19202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1921,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
uniq19219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19225,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19239,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19245,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19249,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19251,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19262,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq1927,0,0,1,0,1,0,0,0,0,1,1,1,0,0,0
uniq19270,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19272,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19279,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq19283,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19293,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19297,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq193,1,1,1,1,1,1,0,1,1,1,1,1,1,1,0
uniq1930,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19300,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19303,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1931,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq1932,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1
uniq19320,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq19321,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19323,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19327,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1933,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0
uniq19331,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq19332,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq19337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19340,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19345,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19347,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq1937,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
uniq19370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19373,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19384,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19390,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq194,0,0,0,0,0,1,1,1,0,1,0,1,0,1,0
uniq1940,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1941,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
uniq19414,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19415,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1942,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19420,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19425,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19435,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq1944,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19444,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19453,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq19458,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq19468,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19473,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19491,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq195,0,1,0,0,1,1,1,1,1,1,0,0,0,1,0
uniq19500,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19502,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19503,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19504,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
uniq19509,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19515,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19517,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19518,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19521,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19522,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1953,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19534,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19535,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19539,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
uniq19540,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19562,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19563,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq19566,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
uniq1957,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
uniq19570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19572,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19574,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19584,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19587,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19589,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq1959,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
uniq19591,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
uniq19597,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq196,0,0,0,1,0,1,0,1,1,1,1,1,1,1,1
uniq1960,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq19604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19617,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1962,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
uniq19621,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19632,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19633,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
uniq19641,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
uniq19645,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq19647,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19649,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19651,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
uniq19653,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
uniq19657,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
uniq19658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
uniq1966,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
uniq19660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uniq19662,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
uniq19663,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
uniq19664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
