uniq,phylum,class,order,family,genus,species
uniq17013,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq17022,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq17071,Chordata,Actinopteri,Actinopteri,Scombriformes,Scomberomorus,Scomberomorus
uniq17089,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Holothuria,Holothuria
uniq1709,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Copilia,Copilia
uniq171,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq17124,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq17131,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq1715,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Pygophora,Pygophora
uniq17164,Mollusca,Bivalvia,Bivalvia,Bivalvia,Peregrinamor,Peregrinamor
uniq172,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq1721,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Acartia,Acartia
uniq17243,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq17248,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1725,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Copilia,Copilia
uniq17257,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1726,Annelida,Polychaeta,Polychaeta,Echiuroidea,Anelassorhynchus,Anelassorhynchus
uniq17265,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq17267,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17283,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Monetaria,Monetaria
uniq17313,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17351,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq17363,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq17368,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Lyncina,Lyncina
uniq1737,Annelida,Polychaeta,Polychaeta,Echiuroidea,Anelassorhynchus,Anelassorhynchus
uniq174,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq17411,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq17424,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Pontella,Pontella
uniq17450,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq17454,Arthropoda,Malacostraca,Malacostraca,Decapoda,Caphyra,Caphyra
uniq1746,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq17464,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq17497,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq17541,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq17645,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17657,Mollusca,Gastropoda,Gastropoda,Gastropoda,Polybranchia,Polybranchia
uniq1766,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17660,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq17686,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Goniobranchus,Goniobranchus
uniq1769,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq177,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq1770,Chordata,Actinopteri,Actinopteri,Actinopteri,Siganus,Siganus
uniq17706,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq17888,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq17931,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq17939,Chordata,Actinopteri,Actinopteri,Acanthuriformes,Acanthurus,Acanthurus
uniq1795,Mollusca,Gastropoda,Gastropoda,Gastropoda,Rhinoclavis,Rhinoclavis
uniq17953,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Drupa,Drupa
uniq1796,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17964,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq17985,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq17994,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq17997,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq18,Chordata,Actinopteri,Actinopteri,Labriformes,Scarus,Scarus
uniq1800,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aidanosagitta,Aidanosagitta
uniq18005,Chordata,Actinopteri,Actinopteri,Gobiiformes,Eviota,Eviota
uniq18009,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18056,Chordata,Actinopteri,Actinopteri,Acanthuriformes,Acanthurus,Acanthurus
uniq1806,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq18067,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq181,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Tenellia,Tenellia
uniq1812,Chordata,Actinopteri,Actinopteri,Uranoscopiformes,Parapercis,Parapercis
uniq18135,Chordata,Actinopteri,Actinopteri,Acanthuriformes,Acanthurus,Acanthurus
uniq18136,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq18143,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq1823,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Lyncina,Lyncina
uniq18232,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calocalanus,Calocalanus
uniq18271,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Temora,Temora
uniq18282,Echinodermata,Echinoidea,Echinoidea,Camarodonta,Koehleraster,Koehleraster
uniq1829,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Terebra,Terebra
uniq18357,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Ophionereis,Ophionereis variegata
uniq18369,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq1838,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Lyncina,Lyncina
uniq18380,Echinodermata,Echinodermata,Echinodermata,Echinodermata,Echinodermata,Echinodermata
uniq1841,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq18435,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq18463,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1847,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq18495,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Amphiodia,Amphiodia
uniq1850,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Ophiocoma,Ophiocoma erinaceus
uniq18520,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Holothuria,Holothuria
uniq1856,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Monetaria,Monetaria
uniq18575,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq18585,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18610,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calocalanus,Calocalanus
uniq18613,Chordata,Actinopteri,Actinopteri,Syngnathiformes,Callionymus,Callionymus
uniq18662,Platyhelminthes,Rhabditophora,Rhabditophora,Polycladida,Polycladida,Polycladida
uniq18694,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq18708,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq18719,Porifera,Demospongiae,Demospongiae,Tetractinellida,Tetractinellida,Tetractinellida
uniq18831,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18858,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq18908,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Pachyseris,Pachyseris
uniq1895,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18956,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq19015,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq19026,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Thecacera,Thecacera
uniq19029,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Acartia,Acartia
uniq1903,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq19070,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calanoida,Calanoida
uniq19103,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq19111,Arthropoda,Malacostraca,Malacostraca,Decapoda,Periclimenes,Periclimenes
uniq1912,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Caecum,Caecum
uniq1913,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq19134,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq19151,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq19157,Mollusca,Gastropoda,Gastropoda,Aplysiida,Dolabrifera,Dolabrifera
uniq19164,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq192,Arthropoda,Hexanauplia,Hexanauplia,Sessilia,Neoacasta,Neoacasta
uniq1921,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq19257,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq19302,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Undinula,Undinula
uniq19305,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq19307,Cnidaria,Anthozoa,Anthozoa,Alcyonacea,Alcyonacea,Alcyonacea
uniq19402,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq1941,Mollusca,Bivalvia,Bivalvia,Arcoida,Arcoida,Arcoida
uniq19425,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq19435,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq19448,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq19491,Arthropoda,Hexanauplia,Hexanauplia,Sessilia,Cantellius,Cantellius
uniq195,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Neogastropoda,Neogastropoda
uniq19502,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq19510,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq19517,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq19524,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Philinopsis,Philinopsis
uniq1953,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq19534,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq19560,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Drupa,Drupa
uniq1959,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq19647,Chordata,Actinopteri,Actinopteri,Aulopiformes,Saurida,Saurida
uniq19676,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq197,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq19782,Echinodermata,Asteroidea,Asteroidea,Valvatida,Linckia,Linckia
uniq1979,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Phanerophthalmus,Phanerophthalmus
uniq19799,Chordata,Actinopteri,Actinopteri,Labriformes,Thalassoma,Thalassoma
uniq198,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq19833,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq19901,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq19981,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Clytia,Clytia
uniq19987,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq19996,Mollusca,Gastropoda,Gastropoda,Gastropoda,Viriola,Viriola
uniq19999,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq20024,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq20037,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq20043,Chordata,Actinopteri,Actinopteri,Labriformes,Thalassoma,Thalassoma
uniq20044,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Terebellum,Terebellum
uniq20051,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq20059,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq20072,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20102,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq2011,Entoprocta,Entoprocta,Entoprocta,Entoprocta,Loxomitra,Loxomitra
uniq20134,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20153,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Prosimnia,Prosimnia
uniq20169,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Pascula,Pascula
uniq20222,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq20224,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq20260,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq2029,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20297,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Centropages,Centropages
uniq20306,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq2034,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq2036,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Thelenota,Thelenota ananas
uniq20440,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq20441,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq20449,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Monetaria,Monetaria
uniq2046,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20482,Annelida,Polychaeta,Polychaeta,Spionida,Scolelepis,Scolelepis
uniq20525,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Ferosagitta,Ferosagitta
uniq20541,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Zanclea,Zanclea
uniq20572,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Quoyula,Quoyula
uniq2059,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Leptoconchus,Leptoconchus
uniq20603,Annelida,Polychaeta,Polychaeta,Terebellida,Rhinothelepus,Rhinothelepus
uniq20643,Mollusca,Gastropoda,Gastropoda,Aplysiida,Dolabella,Dolabella
uniq20650,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq20662,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq20675,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calanoida,Calanoida
uniq20683,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq20690,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Lyncina,Lyncina
uniq20695,Arthropoda,Malacostraca,Malacostraca,Decapoda,Parribacus,Parribacus
uniq20756,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20764,Chordata,Leptocardii,Leptocardii,Amphioxiformes,Asymmetron,Asymmetron
uniq20780,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq20784,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq20788,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Glossodoris,Glossodoris
uniq20798,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Abylopsis,Abylopsis
uniq208,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Prosimnia,Prosimnia
uniq20810,Chordata,Actinopteri,Actinopteri,Acanthuriformes,Ctenochaetus,Ctenochaetus
uniq20877,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq2088,Mollusca,Bivalvia,Bivalvia,Cardiida,Cardiida,Cardiida
uniq209,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq20934,Echinodermata,Asteroidea,Asteroidea,Spinulosida,Echinaster,Echinaster
uniq20965,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq20996,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq2102,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq21035,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq21057,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq21087,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq21128,Mollusca,Bivalvia,Bivalvia,Pterioida,Atrina,Atrina
uniq21157,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Coryphellina,Coryphellina
uniq21188,Porifera,Demospongiae,Demospongiae,Suberitida,Suberitida,Suberitida
uniq212,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq21254,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calocalanus,Calocalanus
uniq21271,Echinodermata,Ophiuroidea,Ophiuroidea,Ophiuroidea,Ophiuroidea,Ophiuroidea
uniq2132,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq21341,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Monetaria,Monetaria
uniq21372,Phoronida,Phoronida,Phoronida,Phoronida,Phoronis,Phoronis
uniq21384,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Ophiomastix,Ophiomastix
uniq21406,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Conus,Conus
uniq21410,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Cypraea,Cypraea
uniq21432,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq21451,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2148,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Scleractinia,Scleractinia
uniq21553,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq21563,Echinodermata,Echinoidea,Echinoidea,Diadematoida,Echinothrix,Echinothrix
uniq21612,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq21665,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassa,Nassa
uniq2169,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Turritopsis,Turritopsis
uniq21699,Echinodermata,Echinoidea,Echinoidea,Temnopleuroida,Mespilia,Mespilia globulus
uniq2175,Platyhelminthes,Rhabditophora,Rhabditophora,Polycladida,Phrikoceros,Phrikoceros
uniq21769,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq21837,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq21842,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Niparaya,Niparaya
uniq2185,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq21951,Mollusca,Bivalvia,Bivalvia,Ostreida,Lopha,Lopha
uniq21981,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq21989,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq22,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22043,Chordata,Actinopteri,Actinopteri,Labriformes,Anampses,Anampses
uniq22058,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2206,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Euplica,Euplica
uniq2209,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamitoides,Thalamitoides
uniq22129,Chordata,Actinopteri,Actinopteri,Lutjaniformes,Pterocaesio,Pterocaesio
uniq22149,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq22188,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22235,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq22253,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq22258,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq22301,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2231,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq22311,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq22361,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Diniatys,Diniatys
uniq22375,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Littoraria,Littoraria
uniq22386,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22401,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Oppomorus,Oppomorus
uniq2241,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq22413,Chordata,Actinopteri,Actinopteri,Gobiiformes,Oplopomus,Oplopomus
uniq22462,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Platydoris,Platydoris
uniq22466,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq22474,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Cheilea,Cheilea
uniq22511,Mollusca,Gastropoda,Gastropoda,Gastropoda,Epidendrium,Epidendrium
uniq22527,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2254,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq22548,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq22550,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Siphonophorae,Siphonophorae
uniq22571,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Rapa,Rapa
uniq22581,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq22583,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22660,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22675,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq22698,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq2274,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq22761,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq22791,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq2280,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calanoida,Calanoida
uniq2281,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq22833,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq22840,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Zanclea,Zanclea
uniq22852,Arthropoda,Malacostraca,Malacostraca,Decapoda,Rhynchocinetes,Rhynchocinetes
uniq22876,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calanoida,Calanoida
uniq22879,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Siphopteron,Siphopteron
uniq2288,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Drupa,Drupa
uniq22886,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22905,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22908,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq22926,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq22947,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq22976,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq230,Mollusca,Gastropoda,Gastropoda,Aplysiida,Stylocheilus,Stylocheilus
uniq23014,Chordata,Actinopteri,Actinopteri,Labriformes,Scarus,Scarus
uniq2302,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq23025,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq23026,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Temora,Temora
uniq2305,Mollusca,Gastropoda,Gastropoda,Pteropoda,Cliopsis,Cliopsis
uniq23059,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq2310,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Lienardia,Lienardia
uniq23120,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq23123,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq23134,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq23143,Annelida,Polychaeta,Polychaeta,Echiuroidea,Anelassorhynchus,Anelassorhynchus
uniq2315,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq23151,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Acartia,Acartia
uniq23187,Mollusca,Gastropoda,Gastropoda,Gastropoda,Miralda,Miralda
uniq23214,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
