uniq,phylum,class,order,family,genus,species
uniq23263,Cnidaria,Hydrozoa,Hydrozoa,Trachymedusae,Liriope,Liriope
uniq23267,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq23291,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Polycera,Polycera
uniq23302,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq23322,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq23327,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq23351,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq23369,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq23424,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq23437,Arthropoda,Insecta,Insecta,Insecta,Insecta,Insecta
uniq2352,Arthropoda,Malacostraca,Malacostraca,Decapoda,Liocarpilodes,Liocarpilodes
uniq23547,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq23590,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq236,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
uniq23631,Chordata,Actinopteri,Actinopteri,Carangiformes,Selar,Selar
uniq2364,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq2365,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Styliferina,Styliferina
uniq23670,Annelida,Polychaeta,Polychaeta,Terebellida,Amaeana,Amaeana
uniq23688,Mollusca,Bivalvia,Bivalvia,Arcoida,Barbatia,Barbatia
uniq23694,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Cephalaspidea,Cephalaspidea
uniq23710,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq23757,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq238,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq23860,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq23879,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Millepora,Millepora
uniq23892,Mollusca,Mollusca,Mollusca,Mollusca,Mollusca,Mollusca
uniq23895,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Pinufius,Pinufius
uniq239,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq23913,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq2392,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq23938,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq23948,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Sphaerocoryne,Sphaerocoryne
uniq24,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Mnestia,Mnestia
uniq24078,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq24094,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq24113,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq24136,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq24140,Porifera,Demospongiae,Demospongiae,Demospongiae,Demospongiae,Demospongiae
uniq24142,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq24201,Annelida,Polychaeta,Polychaeta,Spionida,Scolelepis,Scolelepis
uniq2426,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq24302,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq24312,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq24334,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Gutturnium,Gutturnium
uniq24366,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq2437,Porifera,Demospongiae,Demospongiae,Tetractinellida,Tetractinellida,Tetractinellida
uniq24549,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq24567,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq24595,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq24596,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq24600,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2461,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Haminoea,Haminoea
uniq24632,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Littorinimorpha,Littorinimorpha
uniq24681,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq24694,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq24710,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq2472,Cnidaria,Anthozoa,Anthozoa,Alcyonacea,Alcyonacea,Alcyonacea
uniq24775,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Mauritia,Mauritia
uniq24789,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Leptoconchus,Leptoconchus
uniq248,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Poecilostomatoida,Poecilostomatoida
uniq24814,Chordata,Actinopteri,Actinopteri,Labriformes,Oxycheilinus,Oxycheilinus
uniq24825,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Candacia,Candacia
uniq24847,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq24971,Annelida,Polychaeta,Polychaeta,Phyllodocida,Phyllodocida,Phyllodocida
uniq24988,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq25029,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Quoyula,Quoyula
uniq2505,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq2506,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Diphyes,Diphyes
uniq2508,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq2509,Arthropoda,Insecta,Insecta,Insecta,Insecta,Insecta
uniq25122,Chordata,Actinopteri,Actinopteri,Acanthuriformes,Acanthurus,Acanthurus
uniq2516,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq25195,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq25196,Arthropoda,Hexanauplia,Hexanauplia,Sessilia,Wanella,Wanella
uniq25219,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq25226,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq25252,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq25295,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq253,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2532,Arthropoda,Malacostraca,Malacostraca,Decapoda,Calappa,Calappa
uniq25369,Chordata,Actinopteri,Actinopteri,Kurtiformes,Apogon,Apogon
uniq2539,Mollusca,Gastropoda,Gastropoda,Aplysiida,Dolabrifera,Dolabrifera
uniq25405,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq25457,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq25491,Porifera,Demospongiae,Demospongiae,Suberitida,Halichondria,Halichondria
uniq25511,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq25514,Arthropoda,Hexanauplia,Hexanauplia,Harpacticoida,Macrosetella,Macrosetella
uniq25515,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq2552,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Naria,Naria
uniq25533,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq25543,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2557,Arthropoda,Malacostraca,Malacostraca,Decapoda,Periclimenes,Periclimenes
uniq2558,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Littorinimorpha,Littorinimorpha
uniq25581,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq25582,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq256,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq25658,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq25660,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Nassarius,Nassarius
uniq25669,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq25686,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq25706,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq25726,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq25779,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq258,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq2580,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Canthocalanus,Canthocalanus
uniq25801,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq25831,Arthropoda,Malacostraca,Malacostraca,Decapoda,Etisus,Etisus
uniq25849,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq25876,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq25884,Mollusca,Gastropoda,Gastropoda,Gastropoda,Ercolania,Ercolania
uniq25974,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq26019,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq2602,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq26030,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq2604,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq26058,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2607,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq261,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq26105,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq2612,Arthropoda,Hexanauplia,Hexanauplia,Sessilia,Cantellius,Cantellius
uniq26131,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq263,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq26353,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Calanopia,Calanopia
uniq26355,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2639,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq26439,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq26485,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Clytia,Clytia
uniq265,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq26509,Chordata,Actinopteri,Actinopteri,Tetraodontiformes,Ostracion,Ostracion
uniq2651,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq26514,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq26515,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq26529,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq26551,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq2656,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq2658,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq26607,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Acrocalanus,Acrocalanus
uniq26632,Mollusca,Mollusca,Mollusca,Mollusca,Mollusca,Mollusca
uniq26644,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2666,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Nucleolaria,Nucleolaria
uniq26668,Chordata,Actinopteri,Actinopteri,Tetraodontiformes,Tetraodontiformes,Tetraodontiformes
uniq2667,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq26681,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq26686,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq26707,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq26710,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Mexichromis,Mexichromis
uniq26727,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq2673,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Caledoniella,Caledoniella
uniq26741,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq26784,Porifera,Demospongiae,Demospongiae,Haplosclerida,Haplosclerida,Haplosclerida
uniq26846,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq26880,Annelida,Polychaeta,Polychaeta,Echiuroidea,Anelassorhynchus,Anelassorhynchus
uniq26884,Porifera,Demospongiae,Demospongiae,Poecilosclerida,Poecilosclerida,Poecilosclerida
uniq26954,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Notocochlis,Notocochlis
uniq27,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq27046,Chordata,Actinopteri,Actinopteri,Labriformes,Chlorurus,Chlorurus
uniq27066,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Polycera,Polycera
uniq27212,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq2724,Echinodermata,Echinoidea,Echinoidea,Camarodonta,Koehleraster,Koehleraster
uniq27245,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Scleractinia,Scleractinia
uniq27257,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Asteronotus,Asteronotus
uniq27278,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Scleractinia,Scleractinia
uniq2730,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Phestilla,Phestilla
uniq27304,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq27345,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq27372,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq2741,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Leptoconchus,Leptoconchus
uniq27436,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq27455,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2746,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Monetaria,Monetaria
uniq27472,Annelida,Polychaeta,Polychaeta,Spionida,Microspio,Microspio
uniq27527,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq27608,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq27619,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq27628,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq27699,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq27709,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Goniobranchus,Goniobranchus
uniq27727,Echinodermata,Asteroidea,Asteroidea,Valvatida,Dactylosaster,Dactylosaster cylindricus
uniq2773,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Anarithma,Anarithma
uniq2780,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq27808,Chordata,Actinopteri,Actinopteri,Carangiformes,Selaroides,Selaroides
uniq27854,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq27871,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria,Cnidaria
uniq2788,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq2796,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq27983,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq2804,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq28050,Chordata,Actinopteri,Actinopteri,Gobiiformes,Valenciennea,Valenciennea
uniq28135,Mollusca,Gastropoda,Gastropoda,Gastropoda,Elysia,Elysia
uniq28148,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq2816,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Condylomitra,Condylomitra
uniq28195,Chordata,Actinopteri,Actinopteri,Labriformes,Oxycheilinus,Oxycheilinus
uniq282,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq28211,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq28215,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Euplica,Euplica
uniq2823,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq28270,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq28339,Cnidaria,Scyphozoa,Scyphozoa,Semaeostomeae,Aurelia,Aurelia
uniq28370,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Favorinus,Favorinus
uniq2838,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq284,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq28443,Chordata,Chordata,Chordata,Chordata,Chordata,Chordata
uniq28468,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Phyllodesmium,Phyllodesmium
uniq28482,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq285,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq2852,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Stichopus,Stichopus chloronotus
uniq28531,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq28532,Mollusca,Bivalvia,Bivalvia,Mytiloida,Leiosolenus,Leiosolenus
uniq28570,Cnidaria,Hydrozoa,Hydrozoa,Trachymedusae,Liriope,Liriope
uniq28587,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq286,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Acrocalanus,Acrocalanus
uniq28701,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq2879,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq288,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Oliva,Oliva
uniq2880,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq28858,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq28897,Mollusca,Gastropoda,Gastropoda,Nudibranchia,Actinocyclus,Actinocyclus
uniq289,Arthropoda,Hexanauplia,Hexanauplia,Poecilostomatoida,Copilia,Copilia
uniq2890,Annelida,Polychaeta,Polychaeta,Phyllodocida,Phyllodocida,Phyllodocida
uniq290,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Philinopsis,Philinopsis
uniq2901,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq29068,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq29086,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq2910,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Scolecithricella,Scolecithricella
uniq29111,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Clytia,Clytia
uniq29120,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq29126,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Canarium,Canarium
uniq29138,Cnidaria,Scyphozoa,Scyphozoa,Coronatae,Linuche,Linuche
uniq29160,Ctenophora,Tentaculata,Tentaculata,Platyctenida,Coeloplana,Coeloplana
uniq2919,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq29192,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq29262,Mollusca,Gastropoda,Gastropoda,Pteropoda,Creseis,Creseis
uniq29271,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq29294,Echinodermata,Ophiuroidea,Ophiuroidea,Amphilepidida,Ophiocoma,Ophiocoma brevipes
uniq29298,Cnidaria,Hydrozoa,Hydrozoa,Anthoathecata,Millepora,Millepora
uniq29309,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq2934,Mollusca,Gastropoda,Gastropoda,Gastropoda,Cerithium,Cerithium
uniq29350,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq29420,Annelida,Polychaeta,Polychaeta,Phyllodocida,Perinereis,Perinereis
uniq29464,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq29514,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq29515,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq29516,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq29569,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq29580,Arthropoda,Malacostraca,Malacostraca,Decapoda,Hirsutodynomene,Hirsutodynomene
uniq29608,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq29610,Cnidaria,Hydrozoa,Hydrozoa,Siphonophorae,Lensia,Lensia
uniq29616,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq29643,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Phanerophthalmus,Phanerophthalmus
uniq29660,Chordata,Actinopteri,Actinopteri,Spariformes,Scolopsis,Scolopsis
uniq29662,Chordata,Mammalia,Mammalia,Primates,Homo,Homo
uniq297,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2986,Chordata,Actinopteri,Actinopteri,Actinopteri,Chromis,Chromis
uniq29871,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Acartia,Acartia
uniq29918,Cnidaria,Hydrozoa,Hydrozoa,Leptothecata,Halopteris,Halopteris
uniq29977,Porifera,Demospongiae,Demospongiae,Haplosclerida,Callyspongia,Callyspongia
uniq3000,Mollusca,Gastropoda,Gastropoda,Cephalaspidea,Biuve,Biuve
uniq30032,Cnidaria,Anthozoa,Anthozoa,Actiniaria,Actiniaria,Actiniaria
uniq30080,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq30090,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Conomurex,Conomurex
uniq3010,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq30102,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq30128,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq30139,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq30143,Mollusca,Gastropoda,Gastropoda,Pteropoda,Diacavolinia,Diacavolinia
uniq30145,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq3021,Echinodermata,Holothuroidea,Holothuroidea,Aspidochirotida,Holothuria,Holothuria
uniq3025,Mollusca,Bivalvia,Bivalvia,Pterioida,Vulsella,Vulsella
uniq30256,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq30282,Mollusca,Gastropoda,Gastropoda,Neogastropoda,Conus,Conus
uniq3029,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq30299,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq30383,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Paracalanus,Paracalanus
uniq30384,Cnidaria,Anthozoa,Anthozoa,Scleractinia,Scleractinia,Scleractinia
uniq30406,Arthropoda,Hexanauplia,Hexanauplia,Calanoida,Clausocalanus,Clausocalanus
uniq30424,Arthropoda,Malacostraca,Malacostraca,Decapoda,Thalamita,Thalamita
uniq30430,Annelida,Polychaeta,Polychaeta,Eunicida,Pherecardia,Pherecardia
uniq30473,Chordata,Actinopteri,Actinopteri,Holocentriformes,Myripristis,Myripristis
uniq3050,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq30509,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora
uniq30514,Chaetognatha,Sagittoidea,Sagittoidea,Aphragmophora,Sagitta,Sagitta
uniq3055,Arthropoda,Malacostraca,Malacostraca,Decapoda,Decapoda,Decapoda
uniq30604,Cnidaria,Anthozoa,Anthozoa,Alcyonacea,Alcyonacea,Alcyonacea
uniq30627,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Canarium,Canarium
uniq30656,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq30667,Arthropoda,Hexanauplia,Hexanauplia,Pygophora,Auritoglyptes,Auritoglyptes
uniq30684,Mollusca,Gastropoda,Gastropoda,Littorinimorpha,Canarium,Canarium
uniq3072,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq30758,Arthropoda,Branchiopoda,Branchiopoda,Diplostraca,Pseudevadne,Pseudevadne
uniq30776,Mollusca,Gastropoda,Gastropoda,Pteropoda,Pteropoda,Pteropoda
uniq30786,Porifera,Homoscleromorpha,Homoscleromorpha,Homosclerophorida,Oscarella,Oscarella
uniq30881,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
uniq30968,Mollusca,Bivalvia,Bivalvia,Ostreida,Ostreida,Ostreida
