uniq108	"k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.71),c:Hexanauplia_72037(0.17),o:Calanoida_6833(0.17),f:Pseudodiaptomidae_163474(0.01),g:Pseudodiaptomus_163475(0.01),s:Pseudodiaptomus(0.01)"	+	k:Eukaryota_2759
uniq93	"k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Spariformes_1489931(1.00),f:Nemipteridae_30857(1.00),g:Nemipterus_119724(1.00),s:Nemipterus(1.00)"	+	"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Spariformes_1489931,f:Nemipteridae_30857,g:Nemipterus_119724,s:Nemipterus"
uniq113	"k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.46),c:Insecta_50557(0.42),o:Diptera_7147(0.18),f:Ceratopogonidae_41819(0.01),s:Ceratopogonidae(0.01)"	+	k:Eukaryota_2759
uniq132			
uniq98			
uniq143	"k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),f:Pomacentridae_30863(1.00),g:Pomacentrus_61808(1.00),s:Pomacentrus(1.00)"	+	"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,f:Pomacentridae_30863,g:Pomacentrus_61808,s:Pomacentrus"
uniq100	"k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Carangiformes_1489907(1.00),f:Carangidae_8157(1.00),g:Decapterus_58219(1.00),s:Decapterus(1.00)"	+	"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Carangiformes_1489907,f:Carangidae_8157,g:Decapterus_58219,s:Decapterus"
uniq104			
uniq102	"k:Eukaryota_2759(1.00),p:Mollusca_6447(0.70),c:Gastropoda_6448(0.70),f:Planorbidae_6524(0.02),g:Bulinus_157969(0.02),s:Bulinus(0.02)"	+	k:Eukaryota_2759
uniq215			
uniq107	"k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(0.78),o:Synbranchiformes_43697(0.01),f:Mastacembelidae_94233(0.01),g:Macrognathus_210628(0.01),s:Macrognathus(0.01)"	+	"k:Eukaryota_2759,p:Chordata_7711"
uniq105			
uniq103	"k:Eukaryota_2759(1.00),p:Arthropoda_6656(1.00),c:Hexanauplia_72037(1.00),o:Calanoida_6833(1.00),f:Paracalanidae_163470(1.00),g:Paracalanus_163471(1.00),s:Paracalanus(1.00)"	+	"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq114			
uniq110	"k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Scombriformes_1489894(1.00),f:Scombridae_8224(1.00),g:Thunnus_8234(1.00),s:Thunnus(1.00)"	+	"k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Scombriformes_1489894,f:Scombridae_8224,g:Thunnus_8234,s:Thunnus"
uniq136	"k:Eukaryota_2759(1.00),p:Mollusca_6447(0.72),c:Gastropoda_6448(0.71),o:Littorinimorpha_216294(0.58),f:Cypraeidae_69557(0.46),g:Purpuradusta_218383(0.06),s:Purpuradusta(0.06)"	+	k:Eukaryota_2759
uniq116	"k:Eukaryota_2759(1.00),p:Chordata_7711(0.69),c:Actinopteri_186623(0.20),o:Pleuronectiformes_8252(0.02),f:Pleuronectidae_8256(0.02),g:Lyopsetta_195625(0.02),s:Lyopsetta(0.02)"	+	k:Eukaryota_2759
uniq117	"k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.68),c:Hexanauplia_72037(0.02),o:Calanoida_6833(0.02),f:Paracalanidae_163470(0.02),g:Bestiolina_1112347(0.02),s:Bestiolina(0.02)"	+	k:Eukaryota_2759
uniq122			
uniq118	"k:Eukaryota_2759(1.00),p:Cnidaria_6073(1.00),c:Hydrozoa_6074(1.00),o:Leptothecata_500008(1.00),f:Laodiceidae_168747(1.00),g:Laodicea_662011(1.00),s:Laodicea(1.00)"	+	"k:Eukaryota_2759,p:Cnidaria_6073,c:Hydrozoa_6074,o:Leptothecata_500008,f:Laodiceidae_168747,g:Laodicea_662011,s:Laodicea"
uniq144			
uniq119	"k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.96),c:Malacostraca_6681(0.16),o:Isopoda_29979(0.01),f:Sphaeromatidae_96822(0.01),s:Sphaeromatidae(0.01)"	+	k:Eukaryota_2759
uniq125	"k:Eukaryota_2759(1.00),p:Chlorophyta_3041(1.00),c:Chloropicophyceae_2302911(1.00),o:Chloropicales_2302912(1.00),f:Chloropicaceae_2302913(1.00),g:Chloropicon_2302914(1.00),s:Chloropicon(1.00)"	+	"k:Eukaryota_2759,p:Chlorophyta_3041,c:Chloropicophyceae_2302911,o:Chloropicales_2302912,f:Chloropicaceae_2302913,g:Chloropicon_2302914,s:Chloropicon"
uniq128	"k:Eukaryota_2759(1.00),p:Porifera_6040(1.00),c:Demospongiae_6042(1.00),o:Haplosclerida_6049(1.00),s:Haplosclerida(0.10)"	+	"k:Eukaryota_2759,p:Porifera_6040,c:Demospongiae_6042,o:Haplosclerida_6049"
uniq130			
uniq129	"k:Eukaryota_2759(1.00),p:Arthropoda_6656(1.00),c:Hexanauplia_72037(1.00),o:Calanoida_6833(1.00),f:Centropagidae_136181(1.00),g:Centropages_136182(1.00),s:Centropages(1.00)"	+	"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Centropagidae_136181,g:Centropages_136182,s:Centropages"
