uniq,taxonomy
uniq16956,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus"
uniq18032,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus"
uniq22883,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus"
uniq7342,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Eucalanus_121140,s:Eucalanus"
uniq444,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus"
uniq4723,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus"
uniq11501,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus"
uniq21241,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus"
uniq5730,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Mecynoceridae_545090,g:Mecynocera_545087,s:Mecynocera"
uniq17317,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Mecynoceridae_545090,g:Mecynocera_545087,s:Mecynocera"
uniq18256,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Mecynoceridae_545090,g:Mecynocera_545087,s:Mecynocera"
uniq1448,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus"
uniq1232,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus"
uniq12364,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus"
uniq1964,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus"
uniq4355,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus"
uniq18,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq52,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq70,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq103,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq199,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq155,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq202,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq211,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq259,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq422,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq279,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq863,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq435,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq630,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq817,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq485,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq543,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq583,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq839,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq913,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq955,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq1017,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq1053,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq1541,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq2634,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq1620,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq2548,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq2398,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq4540,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq3317,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq3519,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq4206,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq4843,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq5019,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq5418,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq5620,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq8451,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq8787,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq8852,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq10861,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq12289,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq13772,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq13923,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq15466,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq16501,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq18129,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq18437,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq21214,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq21875,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq27521,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus"
uniq336,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Pontellidae_163235,g:Calanopia_163462,s:Calanopia"
uniq329,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Pontellidae_163235,g:Labidocera_163236,s:Labidocera"
uniq545,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Pontellidae_163235,g:Labidocera_163236,s:Labidocera"
uniq1369,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Pontellidae_163235,g:Labidocera_163236,s:Labidocera"
uniq3139,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Pontellidae_163235,g:Pontellina_239962,s:Pontellina"
uniq15432,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Pontellidae_163235,g:Pontellina_239962,s:Pontellina"
uniq814,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Temoridae_88013,g:Temora_261851,s:Temora"
uniq12617,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Temoridae_88013,g:Temora_261851,s:Temora"
uniq9075,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Temoridae_88013,g:Temora_261851,s:Temora"
uniq18436,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Temoridae_88013,g:Temora_261851,s:Temora"
uniq21055,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,f:Temoridae_88013,g:Temora_261851,s:Temora"
uniq23377,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Calanoida_6833,s:Calanoida"
uniq210,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Cyclopoida_84308,f:Oithonidae_136189,g:Oithona_136190,s:Oithona"
uniq16398,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Cyclopoida_84308,f:Oithonidae_136189,g:Oithona_136190,s:Oithona"
uniq27589,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Cyclopoida_84308,f:Oithonidae_136189,g:Oithona_136190,s:Oithona"
uniq7753,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Cyclopoida_84308,f:Oithonidae_136189,s:Oithonidae"
uniq8807,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Cyclopoida_84308,f:Oithonidae_136189,s:Oithonidae"
uniq10315,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Cyclopoida_84308,f:Oithonidae_136189,s:Oithonidae"
uniq12368,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq177,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq2208,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq6481,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq12420,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq13025,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq14275,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq18579,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Harpacticoida_41212,f:Miraciidae_324870,g:Macrosetella_415681,s:Macrosetella"
uniq389,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,g:Farranula_1124503,s:Farranula"
uniq1786,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,g:Farranula_1124503,s:Farranula"
uniq1916,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,g:Farranula_1124503,s:Farranula"
uniq1041,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,s:Corycaeidae"
uniq26590,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,s:Corycaeidae"
uniq28137,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Corycaeidae_749182,s:Corycaeidae"
uniq22609,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Lichomolgidae_298434,g:Stellicola_298435,s:Stellicola"
uniq3501,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Oncaeidae_349673,g:Oncaea_349674,s:Oncaea"
uniq5489,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Oncaeidae_349673,g:Oncaea_349674,s:Oncaea"
uniq1091,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,g:Copilia_545085,s:Copilia"
uniq3176,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,g:Copilia_545085,s:Copilia"
uniq14917,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,g:Copilia_545085,s:Copilia"
uniq1194,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,g:Sapphirina_749173,s:Sapphirina"
uniq21865,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,g:Sapphirina_749173,s:Sapphirina"
uniq26141,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,g:Sapphirina_749173,s:Sapphirina"
uniq106,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Poecilostomatoida_84310,f:Sapphirinidae_545089,s:Sapphirinidae"
uniq4699,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq3875,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq7583,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq8588,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq11476,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq13018,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq13815,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq17935,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq24673,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Pygophora_37903,f:Lithoglyptidae_643768,g:Auritoglyptes_643761,s:Auritoglyptes"
uniq8646,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,o:Sessilia_116167"
uniq17898,"k:Eukaryota_2759,p:Arthropoda_6656,c:Hexanauplia_72037,s:Copepoda"
uniq15082,"k:Eukaryota_2759,p:Arthropoda_6656,c:Insecta_50557"
uniq13583,"k:Eukaryota_2759,p:Arthropoda_6656,c:Insecta_50557,o:Diptera_7147,f:Culicidae_7157,g:Psorophora_7182,s:Psorophora"
uniq174,"k:Eukaryota_2759,p:Arthropoda_6656,c:Insecta_50557,o:Lepidoptera_7088,f:Lycaenidae_27544,g:Agriades_1233221,s:Agriades"
uniq27534,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Amphipoda_6821,f:Hyperiidae_294118,g:Hyperioides_472253,s:Hyperioides"
uniq10428,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq1649,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq1349,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq1460,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq1872,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq2014,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq3171,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq3224,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq3363,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq3608,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq6014,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq5118,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq5372,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq6326,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq7736,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq12499,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq8099,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq9078,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq10161,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq9481,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq9912,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq10533,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq11474,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq11908,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq13519,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq13537,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq14608,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq15483,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq15975,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq16510,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq17796,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq18061,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq18249,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq18468,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq19760,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq20887,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq22773,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq24268,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq25580,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq26544,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683"
uniq4454,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,g:Alpheus_29967,s:Alpheus"
uniq5570,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,g:Alpheus_29967,s:Alpheus"
uniq10121,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,g:Alpheus_29967,s:Alpheus"
uniq1012,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,s:Alpheidae"
uniq1674,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,s:Alpheidae"
uniq1430,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,s:Alpheidae"
uniq19973,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Alpheidae_29966,s:Alpheidae"
uniq27102,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Calappidae_6797,g:Calappa_271487,s:Calappa"
uniq18659,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Diogenidae_6749,g:Calcinus_177217,s:Calcinus"
uniq23531,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Diogenidae_6749,g:Clibanarius_6750,s:Clibanarius"
uniq4462,"k:Eukaryota_2759,p:Arthropoda_6656,c:Malacostraca_6681,o:Decapoda_6683,f:Diogenidae_6749,g:Dardanus_370547,s:Dardanus"
