uniq,kingdom,phylum,class,order,family,genus,species
uniq39400,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq39431,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq39540,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq39682,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq40244,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq40337,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq40499,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq40733,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq40758,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq41100,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq41439,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq41564,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq41610,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq42318,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq42349,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq42487,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq42552,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq42865,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq43016,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq43110,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq43109,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq43183,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq43654,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq43839,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq44148,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq44336,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq44719,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq45689,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46067,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46133,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46335,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46369,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46658,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46779,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq46978,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47018,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47187,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47183,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47251,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47353,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47632,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47783,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq47886,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48216,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48287,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48457,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48505,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48788,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48863,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq48942,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq49115,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq49196,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq49471,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq50609,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq50699,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq51141,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq51269,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq51871,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq51924,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq52038,Eukaryota,Arthropoda,Arthropoda,Arthropoda_6656,,,
uniq3072,Eukaryota,Arthropoda,Branchiopoda,"Branchiopoda_6658,o:Diplostraca_84337,f:Podonidae_141398,g:Pseudevadne_186179,s:Pseudevadne",,,
uniq8715,Eukaryota,Arthropoda,Branchiopoda,"Branchiopoda_6658,o:Diplostraca_84337,f:Podonidae_141398,g:Pseudevadne_186179,s:Pseudevadne",,,
uniq16681,Eukaryota,Arthropoda,Branchiopoda,"Branchiopoda_6658,o:Diplostraca_84337,f:Podonidae_141398,g:Pseudevadne_186179,s:Pseudevadne",,,
uniq4197,Eukaryota,Arthropoda,Branchiopoda,"Branchiopoda_6658,o:Diplostraca_84337,f:Sididae_77654,g:Penilia_124139,s:Penilia",,,
uniq35,Eukaryota,Arthropoda,Hexanauplia,Hexanauplia_72037,,,
uniq13593,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o: Cyclopoida,f:Cyclopidae,g:Cyclopidae,s:Cyclopidae",,,
uniq1903,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833",,,
uniq8616,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833",,,
uniq20662,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833",,,
uniq22791,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833",,,
uniq22852,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833",,,
uniq172,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq788,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq2315,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq1632,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq2986,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq16120,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq19026,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq42962,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq49208,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Acartiidae_121147,g:Acartia_121148,s:Acartia",,,
uniq258,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Canthocalanus_545083,s:Canthocalanus",,,
uniq4568,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Canthocalanus_545083,s:Canthocalanus",,,
uniq14551,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Cosmocalanus_184742,s:Cosmocalanus",,,
uniq15112,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Cosmocalanus_184742,s:Cosmocalanus",,,
uniq113,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Undinula_184746,s:Undinula",,,
uniq3990,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Undinula_184746,s:Undinula",,,
uniq4099,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Undinula_184746,s:Undinula",,,
uniq19257,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Undinula_184746,s:Undinula",,,
uniq13394,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calanidae_6835,g:Undinula_184746,s:Undinula",,,
uniq212,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq849,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq1823,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq15735,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq18585,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq34060,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq37562,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Calocalanidae_749174,g:Calocalanus_749175,s:Calocalanus",,,
uniq46440,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962",,,
uniq4765,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq6581,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq7671,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq12940,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq13658,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq15965,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq22401,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq22908,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq23123,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq23263,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq24814,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq32593,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq32713,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq34081,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq38005,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq40591,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq40616,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq40856,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq42561,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq43730,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq44431,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq45357,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq47349,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq49249,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq51000,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq51425,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Candaciidae_207962,g:Candacia_207966,s:Candacia",,,
uniq397,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Centropagidae_136181,g:Centropages_136182,s:Centropages",,,
uniq970,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Centropagidae_136181,g:Centropages_136182,s:Centropages",,,
uniq2029,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Centropagidae_136181,g:Centropages_136182,s:Centropages",,,
uniq7111,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Centropagidae_136181,g:Centropages_136182,s:Centropages",,,
uniq8427,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Centropagidae_136181,g:Centropages_136182,s:Centropages",,,
uniq95,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq407,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq735,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq2036,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq2392,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq2516,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq2673,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq3689,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq3261,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq3974,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq4026,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq4199,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq6355,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq7989,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq5167,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq6321,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq8717,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq7799,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq8579,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq10706,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq15526,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq12198,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq12216,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq13463,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq13582,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq15094,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq16704,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq17985,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq19676,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq24334,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq25974,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq26019,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq26514,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq28701,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq30384,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq33889,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq34546,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq34783,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq38155,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq38287,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq40119,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq40122,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq41574,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq43831,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq47245,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq52310,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Clausocalanidae_148994,g:Clausocalanus_148995,s:Clausocalanus",,,
uniq8240,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Eucalanus_121140,s:Eucalanus",,,
uniq435,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus",,,
uniq1016,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus",,,
uniq13348,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus",,,
uniq47346,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Eucalanidae_121137,g:Subeucalanus_248475,s:Subeucalanus",,,
uniq593,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus",,,
uniq2658,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus",,,
uniq28587,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus",,,
uniq45240,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Acrocalanus_544700,s:Acrocalanus",,,
uniq6591,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Bestiolina_1112347,s:Bestiolina",,,
uniq9823,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Bestiolina_1112347,s:Bestiolina",,,
uniq10689,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Bestiolina_1112347,s:Bestiolina",,,
uniq625,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq1287,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq3923,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq9955,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq10030,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq12598,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq14767,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq15997,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Delibus_1281434,s:Delibus",,,
uniq24,Eukaryota,Arthropoda,Hexanauplia,"Hexanauplia_72037,o:Calanoida_6833,f:Paracalanidae_163470,g:Paracalanus_163471,s:Paracalanus",,,
