uniq120	k:Eukaryota_2759(1.00),p:Chordata_7711(0.37),c:Actinopteri_186623(0.16),o:Anguilliformes_7933(0.06),f:Derichthyidae_118158(0.02),g:Derichthys_391191(0.02),s:Derichthys(0.02)	+	k:Eukaryota_2759
uniq138	k:Eukaryota_2759(1.00),p:Mollusca_6447(0.93),c:Gastropoda_6448(0.92),o:Littorinimorpha_216294(0.46),f:Littorinidae_31212(0.21),g:Echinolittorina_196951(0.21),s:Echinolittorina(0.21)	+	k:Eukaryota_2759
uniq100	k:Eukaryota_2759(1.00),p:Bacillariophyta_2836(0.49),c:Coscinodiscophyceae_33836(0.47),o:Rhizosoleniales_33844(0.45),f:Rhizosoleniaceae_33845(0.45),g:Guinardia_216800(0.44),s:Guinardia(0.44)	+	k:Eukaryota_2759
uniq124	k:Eukaryota_2759(1.00),p:Mollusca_6447(1.00),c:Gastropoda_6448(1.00),f:Cerithiidae_69701(1.00),g:Cerithium_145869(1.00),s:Cerithium(1.00)	+	k:Eukaryota_2759,p:Mollusca_6447,c:Gastropoda_6448,f:Cerithiidae_69701,g:Cerithium_145869,s:Cerithium
uniq106	k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Gobiiformes_1489878(1.00),f:Gobiidae_8220(1.00),g:Ctenogobiops_166742(1.00),s:Ctenogobiops(1.00)	+	k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Gobiiformes_1489878,f:Gobiidae_8220,g:Ctenogobiops_166742,s:Ctenogobiops
uniq112				
uniq186				
uniq111	k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.98),c:Insecta_50557(0.71),o:Diptera_7147(0.29),f:Syrphidae_34680(0.05),g:Allobaccha_414748(0.01),s:Allobaccha(0.01)	+	k:Eukaryota_2759,p:Arthropoda_6656
uniq208	k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Acanthuriformes_1489937(1.00),f:Acanthuridae_29146(1.00),g:Ctenochaetus_75019(1.00),s:Ctenochaetus(1.00)	+	k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623,o:Acanthuriformes_1489937,f:Acanthuridae_29146,g:Ctenochaetus_75019,s:Ctenochaetus
uniq114	k:Eukaryota_2759(1.00),p:Arthropoda_6656(0.16),c:Insecta_50557(0.14),o:Hymenoptera_7399(0.01),f:Vespidae_7438(0.01),g:Apoica_50614(0.01),s:Apoica(0.01)	+	k:Eukaryota_2759
uniq129	k:Eukaryota_2759(1.00),p:Mollusca_6447(0.59),c:Gastropoda_6448(0.59),o:Neogastropoda_6479(0.25),f:Columbellidae_74056(0.05),g:Mitrella_128489(0.01),s:Mitrella(0.01)	+	k:Eukaryota_2759
uniq165				
uniq264				
uniq131	k:Eukaryota_2759(1.00),p:Annelida_6340(1.00),c:Polychaeta_6341(1.00),o:Spionida_46589(1.00),f:Spionidae_46599(1.00),g:Malacoceros_104704(1.00),s:Malacoceros(1.00)	+	k:Eukaryota_2759,p:Annelida_6340,c:Polychaeta_6341,o:Spionida_46589,f:Spionidae_46599,g:Malacoceros_104704,s:Malacoceros
uniq119	k:Eukaryota_2759(1.00),p:Annelida_6340(1.00),c:Polychaeta_6341(1.00),o:Spionida_46589(1.00),f:Spionidae_46599(1.00),g:Malacoceros_104704(1.00),s:Malacoceros(1.00)	+	k:Eukaryota_2759,p:Annelida_6340,c:Polychaeta_6341,o:Spionida_46589,f:Spionidae_46599,g:Malacoceros_104704,s:Malacoceros
uniq121				
uniq125	k:Eukaryota_2759(1.00),p:Chordata_7711(1.00),c:Actinopteri_186623(1.00),o:Gobiiformes_1489878(0.95),f:Gobiidae_8220(0.95),g:Asterropteryx_151712(0.95),s:Asterropteryx(0.95)	+	k:Eukaryota_2759,p:Chordata_7711,c:Actinopteri_186623
uniq126				
uniq130				
uniq166				
