otuID,phylum,class,order,family,genus,species
uniq13972,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq13973,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq13990,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria
uniq14,Mollusca,Bivalvia,Mytiloida,Mytilidae,Trichomya,Trichomya
uniq14032,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq142,Chordata,Actinopteri,Actinopteri,Pomacentridae,Pomacentrus,Pomacentrus
uniq1425,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq14275,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Macrosetella,Macrosetella
uniq1429,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq143,Chordata,Actinopteri,Actinopteri,Pomacentridae,Pomacentrus,Pomacentrus
uniq1430,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheidae,Alpheidae
uniq14385,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1440,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq14419,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides
uniq14421,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq14454,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagittidae,Sagittidae
uniq14465,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1448,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Acrocalanus,Acrocalanus
uniq145,Arthropoda,Hexanauplia,Calanoida,Calanidae,Canthocalanus,Canthocalanus
uniq14541,Arthropoda,Malacostraca,Decapoda,Portunidae,Thalamita,Thalamita
uniq14555,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Pleurobranchus,Pleurobranchus
uniq14558,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1458,Cnidaria,Anthozoa,Actiniaria,Actiniaria,Actiniaria,Actiniaria
uniq14586,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1460,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq14608,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq14609,Arthropoda,Branchiopoda,Diplostraca,Sididae,Penilia,Penilia
uniq14615,Cnidaria,Anthozoa,Scleractinia,Poritidae,Porites,Porites
uniq14641,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq1465,Chordata,Actinopteri,Labriformes,Labridae,Scarus,Scarus
uniq14678,Mollusca,Gastropoda,Littorinimorpha,Lamellariidae,Lamellaria,Lamellaria
uniq1471,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagittidae,Sagittidae
uniq14710,Mollusca,Gastropoda,Littorinimorpha,Hipponicidae,Cheilea,Cheilea
uniq1472,Mollusca,Bivalvia,Pterioida,Pteriidae,Pinctada,Pinctada
uniq1473,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Brachyura
uniq14740,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Hamodactylus,Hamodactylus
uniq14742,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Brachyura
uniq14766,Nemertea,Palaeonemertea,Palaeonemertea,Cephalothricidae,Cephalothrix,Cephalothrix
uniq14772,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq1483,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq14835,Arthropoda,Malacostraca,Decapoda,Xanthidae,Etisus,Etisus
uniq14837,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq14847,Chordata,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Actinopteri
uniq14856,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq14866,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia,Clytia
uniq149,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia
uniq14917,Arthropoda,Hexanauplia,Poecilostomatoida,Sapphirinidae,Copilia,Copilia
uniq14925,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Rhinoclavis,Rhinoclavis
uniq14950,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq15019,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1502,Annelida,Polychaeta,Echiuroidea,Echiuridae,Ochetostoma,Ochetostoma
uniq15061,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Caridea
uniq15082,Arthropoda,Insecta,Insecta,Insecta,Insecta,Insecta
uniq15084,Cnidaria,Anthozoa,Scleractinia,Merulinidae,Merulinidae,Merulinidae
uniq15094,Arthropoda,Malacostraca,Decapoda,Palaemonidae,Typton,Typton
uniq15167,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq1517,Arthropoda,Malacostraca,Decapoda,Portunidae,Thalamita,Thalamita
uniq15192,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseidae,Creseidae
uniq15197,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq15224,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq15287,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq153,Chordata,Actinopteri,Labriformes,Labridae,Chlorurus,Chlorurus
uniq1535,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria
uniq15384,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq15393,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides
uniq15398,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Anomura
uniq1541,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq15423,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq15432,Arthropoda,Hexanauplia,Calanoida,Pontellidae,Pontellina,Pontellina
uniq1544,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq15466,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq15480,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
uniq15483,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq155,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq15501,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq15509,Arthropoda,Malacostraca,Decapoda,Upogebiidae,Gebiacantha,Gebiacantha
uniq15515,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1552,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Diphyidae,Diphyidae
uniq15588,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Caridea
uniq15590,Phoronida,Phoronida,Phoronida,Phoronida,Phoronida,Phoronida
uniq15659,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq15667,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq15696,Mollusca,Gastropoda,Trochida,Tegulidae,Rochia,Rochia
uniq15716,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq15807,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq15888,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq15975,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq16,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea
uniq1602,Arthropoda,Malacostraca,Decapoda,Xanthidae,Xanthidae,Xanthidae
uniq1603,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea,Nemertea
uniq16059,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq161,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula
uniq1610,Echinodermata,Ophiuroidea,Amphilepidida,Ophiotrichidae,Macrophiothrix,Macrophiothrix
uniq16141,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq16187,Mollusca,Gastropoda,Cephalaspidea,Cephalaspidea,Cephalaspidea,Cephalaspidea
uniq1620,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq16250,Chordata,Actinopteri,Syngnathiformes,Centriscidae,Centriscus,Centriscus
uniq16299,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Talostolida,Talostolida
uniq1630,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Philinopsis,Philinopsis
uniq1639,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea
uniq16398,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona
uniq16414,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq1642,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq16429,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1648,Chordata,Actinopteri,Pleuronectiformes,Bothidae,Grammatobothus,Grammatobothus
uniq1649,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq16501,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq16510,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq1652,Arthropoda,Malacostraca,Decapoda,Enoplometopidae,Enoplometopus,Enoplometopus
uniq16526,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq16531,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagittidae,Sagittidae
uniq16572,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq166,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Chromodoris,Chromodoris
uniq1666,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagittidae,Sagittidae
uniq16680,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq16700,Cnidaria,Anthozoa,Actiniaria,Actiniaria,Actiniaria,Actiniaria
uniq16734,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia
uniq1674,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheidae,Alpheidae
uniq16750,Mollusca,Bivalvia,Bivalvia,Bivalvia,Bivalvia,Bivalvia
uniq16779,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq16780,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha,Chaetognatha
uniq16800,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq1682,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq16838,Cnidaria,Anthozoa,Actiniaria,Actiniaria,Actiniaria,Actiniaria
uniq16855,Chordata,Chordata,Chordata,Chordata,Chordata,Chordata
uniq16863,Mollusca,Gastropoda,Nudibranchia,Polyceridae,Plocamopherus,Plocamopherus
uniq16865,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq16875,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq16900,Mollusca,Gastropoda,Neogastropoda,Muricidae,Muricidae,Muricidae
uniq16956,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus
uniq16966,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Caridea
uniq17,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq170,Chordata,Actinopteri,Actinopteri,Pomacentridae,Chrysiptera,Chrysiptera
uniq17006,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1701,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17012,Mollusca,Gastropoda,Aplysiida,Aplysiidae,Stylocheilus,Stylocheilus
uniq17037,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17054,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17096,Annelida,Polychaeta,Eunicida,Amphinomidae,Notopygos,Notopygos
uniq17157,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq1716,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17196,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1722,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Purpuradusta,Purpuradusta
uniq17237,Cnidaria,Hydrozoa,Hydrozoa,Hydrozoa,Hydrozoa,Hydrozoa
uniq17259,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq17302,Chordata,Actinopteri,Holocentriformes,Holocentridae,Myripristis,Myripristis
uniq17304,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagittidae,Sagittidae
uniq17317,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,Mecynocera
uniq17327,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17346,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula
uniq17388,Arthropoda,Malacostraca,Decapoda,Xanthidae,Etisus,Etisus
uniq17395,Echinodermata,Echinoidea,Clypeasteroida,Fibulariidae,Fibularia,Fibularia
uniq174,Arthropoda,Insecta,Lepidoptera,Lycaenidae,Agriades,Agriades
uniq17422,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseidae,Creseidae
uniq17440,Arthropoda,Malacostraca,Decapoda,Trapeziidae,Trapezia,Trapezia
uniq17441,Mollusca,Gastropoda,Neogastropoda,Muricidae,Muricidae,Muricidae
uniq17449,Mollusca,Gastropoda,Gastropoda,Gastropoda,Gastropoda,Gastropoda
uniq17482,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagittidae,Sagittidae
uniq17485,Mollusca,Gastropoda,Neogastropoda,Mitridae,Domiporta,Domiporta
uniq17491,Chordata,Actinopteri,Spariformes,Nemipteridae,Pentapodus,Pentapodus
uniq17497,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq17518,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,Calocalanus
uniq1753,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq17546,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17572,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17680,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Caridea
uniq1769,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq17690,Chordata,Actinopteri,Gobiiformes,Gobiidae,Amblygobius,Amblygobius
uniq177,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Macrosetella,Macrosetella
uniq1771,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia
uniq1776,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17775,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1778,Arthropoda,Malacostraca,Decapoda,Trapeziidae,Trapezia,Trapezia
uniq17796,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq1780,Cnidaria,Hydrozoa,Siphonophorae,Diphyidae,Lensia,Lensia
uniq17802,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Anomura
uniq17811,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq17834,Mollusca,Gastropoda,Littorinimorpha,Rissoinidae,Rissoinidae,Rissoinidae
uniq17839,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula
uniq1786,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Farranula,Farranula
uniq17860,Chordata,Actinopteri,Kurtiformes,Apogonidae,Rhabdamia,Rhabdamia
uniq17870,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17898,Arthropoda,Hexanauplia,Hexanauplia,Hexanauplia,Hexanauplia,Copepoda
uniq17935,Arthropoda,Hexanauplia,Pygophora,Lithoglyptidae,Auritoglyptes,Auritoglyptes
uniq17947,Cnidaria,Hydrozoa,Trachymedusae,Geryoniidae,Liriope,Liriope
uniq17968,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq17970,Mollusca,Gastropoda,Nudibranchia,Chromodorididae,Mexichromis,Mexichromis
uniq1799,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq17992,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseidae,Creseidae
uniq18,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq18018,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Anomura
uniq18032,Arthropoda,Hexanauplia,Calanoida,Clausocalanidae,Clausocalanus,Clausocalanus
uniq18047,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq18048,Annelida,Polychaeta,Polychaeta,Polychaeta,Polychaeta,Polychaeta
uniq18061,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq1807,Chaetognatha,Sagittoidea,Aphragmophora,Aphragmophora,Aphragmophora,Aphragmophora
uniq18129,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq18135,Chordata,Actinopteri,Gobiiformes,Gobiidae,Valenciennea,Valenciennea
uniq1821,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq18249,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq18256,Arthropoda,Hexanauplia,Calanoida,Mecynoceridae,Mecynocera,Mecynocera
uniq18290,Chordata,Actinopteri,Actinopteri,Pomacentridae,Chromis,Chromis
uniq1830,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus
uniq18336,Arthropoda,Malacostraca,Decapoda,Portunidae,Thalamita,Thalamita
uniq18342,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1837,Chordata,Actinopteri,Actinopteri,Actinopteri,Actinopteri,Actinopteri
uniq18382,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Lyncina,Lyncina
uniq18391,Annelida,Polychaeta,Eunicida,Eunicidae,Eunicidae,Eunicidae
uniq18401,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq18428,Mollusca,Gastropoda,Pleurobranchida,Pleurobranchidae,Euselenops,Euselenops
uniq18436,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora
uniq18437,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq18468,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq18487,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18525,Cnidaria,Anthozoa,Anthozoa,Anthozoa,Anthozoa,Anthozoa
uniq1855,Cnidaria,Hydrozoa,Leptothecata,Laodiceidae,Laodicea,Laodicea
uniq18572,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq18579,Arthropoda,Hexanauplia,Harpacticoida,Miraciidae,Macrosetella,Macrosetella
uniq186,Chordata,Actinopteri,Kurtiformes,Apogonidae,Pristicon,Pristicon
uniq18604,Mollusca,Gastropoda,Pteropoda,Limacinidae,Heliconoides,Heliconoides
uniq18605,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq1864,Cnidaria,Anthozoa,Ceriantharia,Arachnactidae,Isarachnanthus,Isarachnanthus
uniq18659,Arthropoda,Malacostraca,Decapoda,Diogenidae,Calcinus,Calcinus
uniq18673,Arthropoda,Malacostraca,Decapoda,Xanthidae,Etisus,Etisus
uniq187,Arthropoda,Branchiopoda,Diplostraca,Podonidae,Pseudevadne,Pseudevadne
uniq1872,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq18746,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Caridea
uniq18776,Chordata,Actinopteri,Labriformes,Labridae,Bolbometopon,Bolbometopon
uniq18780,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18801,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Tubulophilinopsis,Tubulophilinopsis
uniq18922,Chordata,Actinopteri,Gobiiformes,Schindleriidae,Schindleria,Schindleria
uniq1894,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq18958,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,Calocalanus
uniq1896,Cnidaria,Hydrozoa,Leptothecata,Leptothecata,Leptothecata,Leptothecata
uniq18960,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq18984,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,Candacia
uniq19031,Nemertea,Palaeonemertea,Palaeonemertea,Cephalothricidae,Cephalothrix,Cephalothrix
uniq19052,Arthropoda,Malacostraca,Decapoda,Xanthidae,Paractaea,Paractaea
uniq1912,Chordata,Actinopteri,Spariformes,Lethrinidae,Lethrinus,Lethrinus
uniq19156,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseidae,Creseidae
uniq1916,Arthropoda,Hexanauplia,Poecilostomatoida,Corycaeidae,Farranula,Farranula
uniq19191,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides
uniq192,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq1927,Hemichordata,Enteropneusta,Enteropneusta,Ptychoderidae,Balanoglossus,Balanoglossus
uniq19271,Arthropoda,Hexanauplia,Calanoida,Candaciidae,Candacia,Candacia
uniq1928,Arthropoda,Hexanauplia,Calanoida,Calocalanidae,Calocalanus,Calocalanus
uniq19399,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq194,Chordata,Actinopteri,Actinopteri,Pomacentridae,Pomacentrus,Pomacentrus
uniq19407,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Ctenochaetus,Ctenochaetus
uniq19410,Platyhelminthes,Rhabditophora,Polycladida,Polycladida,Polycladida,Acotylea
uniq19583,Cnidaria,Hydrozoa,Leptothecata,Clytiidae,Clytia,Clytia
uniq19584,Mollusca,Gastropoda,Nudibranchia,Discodorididae,Discodoris,Discodoris
uniq1963,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq19637,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Anomura
uniq1964,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Delibus,Delibus
uniq19713,Mollusca,Bivalvia,Ostreida,Ostreidae,Ostreidae,Ostreidae
uniq19722,Chordata,Actinopteri,Acanthuriformes,Acanthuridae,Acanthurus,Acanthurus
uniq19729,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia
uniq19736,Mollusca,Gastropoda,Cycloneritida,Phenacolepadidae,Zacalantica,Zacalantica
uniq19760,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq198,Cnidaria,Myxozoa,Bivalvulida,Enteromyxidae,Enteromyxum,Enteromyxum
uniq19805,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Tubulophilinopsis,Tubulophilinopsis
uniq19822,Chordata,Chordata,Chordata,Chordata,Chordata,Chordata
uniq19840,Mollusca,Gastropoda,Cephalaspidea,Aglajidae,Philinopsis,Philinopsis
uniq199,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq1992,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseis,Creseis
uniq1995,Arthropoda,Malacostraca,Decapoda,Portunidae,Portunidae,Portunidae
uniq1996,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Nassarius,Nassarius
uniq19973,Arthropoda,Malacostraca,Decapoda,Alpheidae,Alpheidae,Alpheidae
uniq19998,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Brachyura
uniq200,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Aidanosagitta,Aidanosagitta
uniq20035,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2008,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq2009,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20092,Mollusca,Gastropoda,Gastropoda,Cerithiidae,Cerithium,Cerithium
uniq2014,Arthropoda,Malacostraca,Decapoda,Decapoda,Decapoda,Decapoda
uniq20152,Arthropoda,Malacostraca,Decapoda,Palinuridae,Panulirus,Panulirus
uniq20159,Arthropoda,Malacostraca,Decapoda,Xanthidae,Etisus,Etisus
uniq20160,Mollusca,Bivalvia,Mytiloida,Mytilidae,Leiosolenus,Leiosolenus
uniq20170,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20182,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq202,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus
uniq20218,Mollusca,Bivalvia,Galeommatida,Galeommatida,Galeommatida,Galeommatoidea
uniq2023,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda,Arthropoda
uniq20286,Echinodermata,Holothuroidea,Aspidochirotida,Holothuriidae,Holothuria,Holothuria
uniq20305,Nemertea,Pilidiophora,Heteronemertea,Heteronemertea,Heteronemertea,Heteronemertea
uniq20329,Cnidaria,Hydrozoa,Siphonophorae,Sphaeronectidae,Sphaeronectes,Sphaeronectes
uniq20401,Arthropoda,Hexanauplia,Calanoida,Calanidae,Undinula,Undinula
uniq20452,Chordata,Actinopteri,Kurtiformes,Apogonidae,Rhabdamia,Rhabdamia
uniq20470,Arthropoda,Malacostraca,Decapoda,Scyllaridae,Scyllarides,Scyllarides
uniq20506,Chaetognatha,Sagittoidea,Aphragmophora,Sagittidae,Sagitta,Sagitta
uniq20590,Arthropoda,Malacostraca,Decapoda,Porcellanidae,Petrolisthes,Petrolisthes
uniq20599,Annelida,Annelida,Annelida,Annelida,Annelida,Annelida
uniq206,Arthropoda,Hexanauplia,Calanoida,Acartiidae,Acartia,Acartia
uniq20616,Mollusca,Gastropoda,Pteropoda,Creseidae,Creseidae,Creseidae
uniq2064,Arthropoda,Malacostraca,Decapoda,Xanthidae,Etisus,Etisus
